Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
137,All Japan Pro Wrestling,"Choshi, Chiba, Japan",Choshi Gymnasium,2015-02-13,AJPW Excite Series 2015 - Tag 5,415,https://www.cagematch.net/?id=1&nr=124670
138,All Japan Pro Wrestling,"Tatebayashi, Gunma, Japan",Tatebayashi Civic Gymnasium,2015-02-11,AJPW Excite Series 2015 - Tag 4,"ca, 323",https://www.cagematch.net/?id=1&nr=124606
139,All Japan Pro Wrestling,"Ise, Mie, Japan",Sun Arena Sub-Arena,2015-02-09,AJPW Excite Series 2015 - Tag 3,596,https://www.cagematch.net/?id=1&nr=124600
140,All Japan Pro Wrestling,"Okayama, Japan",Okayama Wholesale Center Orange Hall,2015-02-08,AJPW Excite Series 2015 - Tag 2,475,https://www.cagematch.net/?id=1&nr=124552
141,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum #2,2015-02-07,AJPW Excite Series 2015 - Tag 1,873,https://www.cagematch.net/?id=1&nr=124381
142,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-03-27,AJPW Dream Power Series 2015 - Tag 8,874,https://www.cagematch.net/?id=1&nr=126809
143,All Japan Pro Wrestling,"Kagoshima, Japan",Orocity Hall,2015-03-24,AJPW Dream Power Series 2015 - Tag 7,205,https://www.cagematch.net/?id=1&nr=126745
144,All Japan Pro Wrestling,"Kumamoto, Japan",Kumamoto City Distribution & Information Hall,2015-03-23,AJPW Dream Power Series 2015 - Tag 6,353,https://www.cagematch.net/?id=1&nr=126576
145,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2015-03-22,AJPW Dream Power Series 2015 - Tag 5,374,https://www.cagematch.net/?id=1&nr=126521
146,All Japan Pro Wrestling,"Ube, Yamaguchi, Japan",COCOLAND Yamaguchi-Ube,2015-03-21,AJPW Dream Power Series 2015 - Tag 4,186,https://www.cagematch.net/?id=1&nr=126516
147,All Japan Pro Wrestling,"Niigata, Japan",Niigata City Gymnasium,2015-03-16,AJPW Dream Power Series 2015 - Tag 3,783,https://www.cagematch.net/?id=1&nr=126310
148,All Japan Pro Wrestling,"Suwa, Nagano, Japan",Suwa Shimizu Gymnasium,2015-03-15,AJPW Dream Power Series 2015 - Tag 2,467,https://www.cagematch.net/?id=1&nr=126265
149,All Japan Pro Wrestling,"Hasuda, Saitama, Japan",Hasuda General Civic Gymnasium,2015-03-14,AJPW Dream Power Series 2015 - Tag 1,638,https://www.cagematch.net/?id=1&nr=126227
150,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-04-25,AJPW Champion Carnival 2015 - Tag 10,"1,401",https://www.cagematch.net/?id=1&nr=128307
151,All Japan Pro Wrestling,"Ueda, Nagano, Japan",Ueda Innovation Center,2015-04-22,AJPW Champion Carnival 2015 - Tag 9,240,https://www.cagematch.net/?id=1&nr=128159
152,All Japan Pro Wrestling,"Utsunomiya, Tochigi, Japan",Tochigi Prefectural Cultural Center,2015-04-21,AJPW Champion Carnival 2015 - Tag 8,131,https://www.cagematch.net/?id=1&nr=128096
153,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2015-04-19,AJPW Champion Carnival 2015 - Tag 7,615,https://www.cagematch.net/?id=1&nr=128034
154,All Japan Pro Wrestling,"Osaka, Japan",Osaka Prefectural Gymnasium #2,2015-04-18,AJPW Champion Carnival 2015 - Tag 6,711,https://www.cagematch.net/?id=1&nr=127908
155,All Japan Pro Wrestling,"Maibara, Shiga, Japan",Shiga Prefectural Cultural Industry Community House,2015-04-17,AJPW Champion Carnival 2015 - Tag 5,180,https://www.cagematch.net/?id=1&nr=127869
156,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Sendai Miyagino Ward Cultural Center,2015-04-13,AJPW Champion Carnival 2015 - Tag 4,211,https://www.cagematch.net/?id=1&nr=127696
157,All Japan Pro Wrestling,"Yamagata, Japan",Yamagata Big Wing,2015-04-12,AJPW Champion Carnival 2015 - Tag 3,"1,028",https://www.cagematch.net/?id=1&nr=127671
158,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-04-10,AJPW Champion Carnival 2015 - Tag 2,707,https://www.cagematch.net/?id=1&nr=127530
159,All Japan Pro Wrestling,"Ginowan, Okinawa, Japan",Okinawa Convention Center,2015-04-05,AJPW Champion Carnival 2015 - Tag 1,"1,410",https://www.cagematch.net/?id=1&nr=127110
160,All Japan Pro Wrestling,"Osaka, Japan",Osaka Prefectural Gymnasium #2,2015-05-31,AJPW Fan Appreciation Day,910,https://www.cagematch.net/?id=1&nr=130844
161,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-05-21,AJPW Super Power Series 2015 - Tag 9,911,https://www.cagematch.net/?id=1&nr=130104
162,All Japan Pro Wrestling,"Akita, Japan",Akita Terrsa,2015-05-17,AJPW Super Power Series 2015 - Tag 8,248,https://www.cagematch.net/?id=1&nr=129800
163,All Japan Pro Wrestling,"Hachinohe, Aomori, Japan",Hachinohe Seagull View Hotel,2015-05-16,AJPW Super Power Series 2015 - Tag 7,257,https://www.cagematch.net/?id=1&nr=129631
164,All Japan Pro Wrestling,"Ichinoseki, Iwate, Japan",Ichinoseki Gymnasium,2015-05-14,AJPW Super Power Series 2015 - Tag 6,377,https://www.cagematch.net/?id=1&nr=129512
165,All Japan Pro Wrestling,"Aizuwakamatsu, Fukushima, Japan",Tsuruga Castle Gymnasium,2015-05-13,AJPW Super Power Series 2015 - Tag 5,372,https://www.cagematch.net/?id=1&nr=129331
166,All Japan Pro Wrestling,"Shibata, Niigata, Japan",Sun Village Shibata,2015-05-12,AJPW Super Power Series 2015 - Tag 4,350,https://www.cagematch.net/?id=1&nr=129329
167,All Japan Pro Wrestling,"Kawaguchi, Saitama, Japan",SKIP City,2015-05-10,AJPW Super Power Series 2015 - Tag 3,256,https://www.cagematch.net/?id=1&nr=129143
168,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2015-05-09,AJPW Super Power Series 2015 - Tag 2 ~ Chiba EXTRA DREAM,179,https://www.cagematch.net/?id=1&nr=129125
169,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-05-06,AJPW Super Power Series 2015 - Tag 1,711,https://www.cagematch.net/?id=1&nr=128986
170,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Teisen Hall,2015-06-21,AJPW Dynamite Series 2015 - Tag 10,"1,011",https://www.cagematch.net/?id=1&nr=132340
171,All Japan Pro Wrestling,"Abashiri, Hokkaido, Japan",Abashiri North Community Center,2015-06-19,AJPW Dynamite Series 2015 - Tag 9,389,https://www.cagematch.net/?id=1&nr=132012
172,All Japan Pro Wrestling,"Nemuro, Hokkaido, Japan",Nemuro Youth Center,2015-06-18,AJPW Dynamite Series 2015 - Tag 8,374,https://www.cagematch.net/?id=1&nr=132010
173,All Japan Pro Wrestling,"Kushiro, Hokkaido, Japan",Kushiro Seiundai Gymnasium,2015-06-17,AJPW Dynamite Series 2015 - Tag 7,520,https://www.cagematch.net/?id=1&nr=131951
174,All Japan Pro Wrestling,"Asahikawa, Hokkaido, Japan",Taisei Civic Center Gymnasium,2015-06-15,AJPW Dynamite Series 2015 - Tag 6,333,https://www.cagematch.net/?id=1&nr=131773
175,All Japan Pro Wrestling,"Rumoi, Hokkaido, Japan",Rumoi Sports Center,2015-06-14,AJPW Dynamite Series 2015 - Tag 5,401,https://www.cagematch.net/?id=1&nr=131695
176,All Japan Pro Wrestling,"Mukawa, Hokkaido, Japan",Mukawa Shiki No Yakata Tanpopo Hall,2015-06-13,AJPW Dynamite Series 2015 - Tag 4,408,https://www.cagematch.net/?id=1&nr=131691
177,All Japan Pro Wrestling,"Obihiro, Hokkaido, Japan",Obihiro Forest Gymnasium,2015-06-12,AJPW Dynamite Series 2015 - Tag 3,470,https://www.cagematch.net/?id=1&nr=131606
178,All Japan Pro Wrestling,"Hakodate, Hokkaido, Japan",Hakodate Sogo Oroshi Center,2015-06-10,AJPW Dynamite Series 2015 - Tag 2,417,https://www.cagematch.net/?id=1&nr=131501
179,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-06-04,AJPW Dynamite Series 2015 - Tag 1,933,https://www.cagematch.net/?id=1&nr=131173
180,All Japan Pro Wrestling,"Kuzumaki, Iwate, Japan",Kuzumaki Community Gymnasium,2015-07-26,AJPW Kuzumaki 60th Anniversary ~ All Japan Pro Wrestling In Kuzumaki,"ca, 710",https://www.cagematch.net/?id=1&nr=134723
181,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-07-25,AJPW Summer Action Series 2015 - Tag 9,"ca, 1,350",https://www.cagematch.net/?id=1&nr=134670
182,All Japan Pro Wrestling,"Sayama, Saitama, Japan",Sayama Citizens Exchange Center,2015-07-22,AJPW Summer Action Series 2015 - Tag 8,"ca, 240",https://www.cagematch.net/?id=1&nr=134514
183,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nakamura Sports Center Second Stadium,2015-07-20,AJPW Summer Action Series 2015 - Tag 7,367,https://www.cagematch.net/?id=1&nr=134475
184,All Japan Pro Wrestling,"Takaoka, Toyama, Japan",Takaoka Ecoeur,2015-07-19,AJPW Summer Action Series 2015 - Tag 6,235,https://www.cagematch.net/?id=1&nr=134357
185,All Japan Pro Wrestling,"Osaka, Japan",Osaka Prefectural Gymnasium #2,2015-07-18,AJPW Summer Action Series 2015 - Tag 5,587,https://www.cagematch.net/?id=1&nr=134260
186,All Japan Pro Wrestling,"Ojiya, Niigata, Japan",Ojiya Gymnasium,2015-07-14,AJPW Summer Action Series 2015 - Tag 4,390,https://www.cagematch.net/?id=1&nr=133963
187,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2015-07-12,AJPW Summer Action Series 2015 - Tag 3,143,https://www.cagematch.net/?id=1&nr=133736
188,All Japan Pro Wrestling,"Yaizu, Shizuoka, Japan",Yaizu Cultural Center,2015-07-11,AJPW Summer Action Series 2015 - Tag 2,"ca, 380",https://www.cagematch.net/?id=1&nr=133651
189,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-07-08,AJPW Summer Action Series 2015 - Tag 1,812,https://www.cagematch.net/?id=1&nr=133447
190,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-08-29,AJPW Summer Explosion 2015 - Tag 6,"1,385",https://www.cagematch.net/?id=1&nr=136474
191,All Japan Pro Wrestling,"Kawaguchi, Saitama, Japan",SKIP City,2015-08-22,AJPW Summer Explosion 2015 - Tag 5,286,https://www.cagematch.net/?id=1&nr=136161
192,All Japan Pro Wrestling,"Maebashi, Gunma, Japan",Yamada Green Dome Maebashi,2015-08-21,AJPW Summer Explosion 2015 - Tag 4,306,https://www.cagematch.net/?id=1&nr=136122
193,All Japan Pro Wrestling,"Toyohashi, Aichi, Japan",Loisir Hotel Toyohashi,2015-08-17,AJPW Summer Explosion 2015 - Tag 3,204,https://www.cagematch.net/?id=1&nr=135973
194,All Japan Pro Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2015-08-16,AJPW Summer Explosion 2015 - Tag 2,648,https://www.cagematch.net/?id=1&nr=135947
195,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nakamura Sports Center Second Stadium,2015-08-15,AJPW Summer Explosion 2015 - Tag 1,368,https://www.cagematch.net/?id=1&nr=135946
196,All Japan Pro Wrestling,"Saga, Japan",Fuji Driving School Course,2015-08-09,AJPW In Fuji Driving School ~ Suwamachi Revitalization Vol. 7,"ca, 1,100",https://www.cagematch.net/?id=1&nr=135637
197,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-09-26,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 9,"1,137",https://www.cagematch.net/?id=1&nr=137546
198,All Japan Pro Wrestling,"Koriyama, Fukushima, Japan",Koriyama Minami Tohoku Comprehensive Wholesale Center Japan,2015-09-24,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 8,232,https://www.cagematch.net/?id=1&nr=137508
199,All Japan Pro Wrestling,"Kumagaya, Saitama, Japan",Kumagaya Citizen Gymnasium,2015-09-20,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 7,306,https://www.cagematch.net/?id=1&nr=137507
200,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2015-09-19,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 6,323,https://www.cagematch.net/?id=1&nr=137506
201,All Japan Pro Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2015-09-16,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 5,264,https://www.cagematch.net/?id=1&nr=137505
202,All Japan Pro Wrestling,"Niihama, Ehime, Japan",Doyume Niihama,2015-09-14,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 4,360,https://www.cagematch.net/?id=1&nr=137504
203,All Japan Pro Wrestling,"Kagawa, Japan",Kagawa Symbol Toger Exhibition Hall,2015-09-13,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 3,351,https://www.cagematch.net/?id=1&nr=137503
204,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2015-09-12,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 2,525,https://www.cagematch.net/?id=1&nr=137502
205,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-09-10,AJPW Royal Road Tournament 2015 ~ Open Championship - Tag 1,741,https://www.cagematch.net/?id=1&nr=136899
206,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-10-23,AJPW Giant Series 2015 - Tag 7,861,https://www.cagematch.net/?id=1&nr=139157
207,All Japan Pro Wrestling,"Kofu, Yamanashi, Japan",Arena not available.,2015-10-21,AJPW Giant Series 2015 - Tag 6,Attendance not available.,https://www.cagematch.net/?id=1&nr=139052
208,All Japan Pro Wrestling,"Niigata, Japan",Tokorozawa Shimin Taiikukan,2015-10-19,AJPW Giant Series 2015 - Tag 5,325,https://www.cagematch.net/?id=1&nr=138951
209,All Japan Pro Wrestling,"Niigata, Japan",Tsubame Shimin Taiikukan,2015-10-18,AJPW Giant Series 2015 - Tag 5,599,https://www.cagematch.net/?id=1&nr=138868
210,All Japan Pro Wrestling,"Nagano, Japan",Arcs Center,2015-10-17,AJPW Giant Series 2015 - Tag 4,Attendance not available.,https://www.cagematch.net/?id=1&nr=138765
211,All Japan Pro Wrestling,"Shijinowate, Osaka, Japan",Shijinowate City Gymnasium Sun Arena 25,2015-10-15,AJPW Giant Series 2015 - Tag 3,Attendance not available.,https://www.cagematch.net/?id=1&nr=138681
212,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya City Rokyo Sports Center,2015-10-14,AJPW Giant Series 2015 - Tag 2,322,https://www.cagematch.net/?id=1&nr=138627
213,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-10-12,AJPW Giant Series 2015 - Tag 1,714,https://www.cagematch.net/?id=1&nr=138509
214,All Japan Pro Wrestling,"Samukawa, Kanagawa, Japan",Samukawa Gymnasium,2015-10-10,AJPW All Japan Pro Wrestling Charity Samukawa Show ~ Suwamachi Okoshi Vol. 8,"1,030",https://www.cagematch.net/?id=1&nr=138443
215,All Japan Pro Wrestling,"Tokyo, Japan",Recycling Center Fusho,2015-10-04,AJPW Pro-Wrestling Autumn Festival 2015,"ca, 800",https://www.cagematch.net/?id=1&nr=138276
216,All Japan Pro Wrestling,"Yamagata, Japan",Yamagata Big Win,2015-11-29,AJPW Real World Tag League 2015 - Tag 5,680,https://www.cagematch.net/?id=1&nr=142086
217,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Best Western Hotel,2015-11-28,AJPW Real World Tag League 2015 - Tag 4,316,https://www.cagematch.net/?id=1&nr=142257
218,All Japan Pro Wrestling,"Matsumoto, Nagano, Japan",Shinshu Sky Park,2015-11-25,AJPW Real World Tag League 2015 - Tag 3,Attendance not available.,https://www.cagematch.net/?id=1&nr=141739
219,All Japan Pro Wrestling,"Tochigi, Japan",Tochigi Prefectural Cultural Center,2015-11-24,AJPW Real World Tag League 2015 - Tag 2,170,https://www.cagematch.net/?id=1&nr=141645
220,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-11-23,AJPW Real World Tag League 2015 - Tag 1,"1,077",https://www.cagematch.net/?id=1&nr=141540
221,All Japan Pro Wrestling,"Hachioji, Tokyo, Japan",Esforta Arena Hachioji,2015-11-15,AJPW Hachioji Wrestling Festival,"1,255",https://www.cagematch.net/?id=1&nr=140739
222,All Japan Pro Wrestling,"Hirosaki, Aomori, Japan",Aomori Budokan,2015-11-01,AJPW The Power Of Wrestling Charity Show,"2,252",https://www.cagematch.net/?id=1&nr=139844
223,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-12-15,AJPW Fan Appreciation Show,Attendance not available.,https://www.cagematch.net/?id=1&nr=143285
224,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2015-12-06,AJPW Real World Tag League 2015 - Tag 10,790,https://www.cagematch.net/?id=1&nr=142614
225,All Japan Pro Wrestling,"Fukuyama, Hiroshima, Japan",Fukuyama Big Rose,2015-12-05,AJPW Real World Tag League 2015 - Tag 9,399,https://www.cagematch.net/?id=1&nr=142531
226,All Japan Pro Wrestling,"Shimane, Japan",Kunibiki Messe Hall,2015-12-03,AJPW Real World Tag League 2015 - Tag 8,301,https://www.cagematch.net/?id=1&nr=142365
227,All Japan Pro Wrestling,"Toyooka, Hyogo, Japan",Toyooka Citizen Gym,2015-12-02,AJPW Real World Tag League 2015 - Tag 7,322,https://www.cagematch.net/?id=1&nr=142342
228,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya Diamond Hall,2015-12-01,AJPW Real World Tag League 2015 - Tag 6,318,https://www.cagematch.net/?id=1&nr=142258
229,All Japan Pro Wrestling,"Yodogawa, Osaka, Japan",Yodogawa Ward Community Center,2016-01-10,AJPW Suwa-Machi Town Revitalization Vol. 9 Charity Event,Attendance not available.,https://www.cagematch.net/?id=1&nr=144969
230,All Japan Pro Wrestling,"Ina, Nagano, Japan",Ina Citizen Gymnasium,2016-01-09,AJPW Ina Pro-Wrestling Festival 2016,590,https://www.cagematch.net/?id=1&nr=144900
231,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-01-03,AJPW New Years Two Days 2016 - Tag 2,830,https://www.cagematch.net/?id=1&nr=144567
232,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-01-02,AJPW New Years Two Days 2016 - Tag 1,"1,288",https://www.cagematch.net/?id=1&nr=144520
233,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2016-02-28,AJPW Chiba Extra Dream 9,182,https://www.cagematch.net/?id=1&nr=147915
234,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2016-02-21,AJPW Excite Series 2016 - Tag 4,681,https://www.cagematch.net/?id=1&nr=147474
235,All Japan Pro Wrestling,"Saitama, Japan",Sayama Citizens Exchange Center,2016-02-16,AJPW Excite Series 2016 - Tag 3,227,https://www.cagematch.net/?id=1&nr=147236
236,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2016-02-15,AJPW AJ Phoenix Vol.1,194,https://www.cagematch.net/?id=1&nr=147122
237,All Japan Pro Wrestling,"Choshi, Chiba, Japan",Choshi City Gymnasium,2016-02-13,AJPW Excite Series 2016 - Tag 2,403,https://www.cagematch.net/?id=1&nr=147235
238,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-02-12,AJPW Excite Series 2016 - Tag 1,983,https://www.cagematch.net/?id=1&nr=146892
239,All Japan Pro Wrestling,"Nagaoka, Niigata, Japan",Aore Nagaoka,2016-03-27,AJPW Dream Power Series 2016 - Tag 6,424,https://www.cagematch.net/?id=1&nr=149787
240,All Japan Pro Wrestling,"Kawaguchi, Saitama, Japan",Kawaguchi SKIP Center,2016-03-26,AJPW Dream Power Series 2016 - Tag 5,243,https://www.cagematch.net/?id=1&nr=149786
241,All Japan Pro Wrestling,"Tomigusuku, Okinawa, Japan",Tomigusuku Citizen Gymnasium,2016-03-21,AJPW Dream Power Series 2016 - Tag 4,"1,812",https://www.cagematch.net/?id=1&nr=150796
242,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2016-03-19,AJPW Dream Power Series 2016 - Tag 3,284,https://www.cagematch.net/?id=1&nr=149258
243,All Japan Pro Wrestling,"Tatebayashi, Gunma, Japan",Tatebayashi Citizen Gymnasium,2016-03-13,AJPW Dream Power Series 2016 - Tag 2,190,https://www.cagematch.net/?id=1&nr=148853
244,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-03-12,AJPW Dream Power Series 2016 - Tag 1,988,https://www.cagematch.net/?id=1&nr=148778
245,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2016-04-27,AJPW/BJW AJ Phoenix Vol. 2,193,https://www.cagematch.net/?id=1&nr=151768
246,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2016-04-24,AJPW Champion Carnival 2016 - Tag 8,793,https://www.cagematch.net/?id=1&nr=151401
247,All Japan Pro Wrestling,"Okayama, Japan",Okayama Wholesale Center Orange Hall,2016-04-23,AJPW Champion Carnival 2016 - Tag 7,316,https://www.cagematch.net/?id=1&nr=151400
248,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya City Sports Center,2016-04-22,AJPW Champion Carnival 2016 - Tag 6,456,https://www.cagematch.net/?id=1&nr=151350
249,All Japan Pro Wrestling,"Tsuruga, Fukushima, Japan",Tsuruga-Jo Gymnasium,2016-04-18,AJPW Champion Carnival 2016 - Tag 5,320,https://www.cagematch.net/?id=1&nr=151057
250,All Japan Pro Wrestling,"Shibata, Niigata, Japan",Sun Village Shibata,2016-04-17,AJPW Champion Carnival 2016 - Tag 4,342,https://www.cagematch.net/?id=1&nr=151056
251,All Japan Pro Wrestling,"Ageo, Saitama, Japan",Ikosu Ageo,2016-04-16,AJPW Champion Carnival 2016 - Tag 3,282,https://www.cagematch.net/?id=1&nr=150865
252,All Japan Pro Wrestling,"Nagano, Japan",Nagano Arcs Center,2016-04-10,AJPW Champion Carnival 2016 - Tag 2,362,https://www.cagematch.net/?id=1&nr=150486
253,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-04-09,AJPW Champion Carnival 2016 - Tag 1,"1,299",https://www.cagematch.net/?id=1&nr=150487
254,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-05-25,AJPW Super Power Series 2016 - Tag 4,"1,396",https://www.cagematch.net/?id=1&nr=154444
255,All Japan Pro Wrestling,"Saitama, Japan",SKIP City Multipurpose Hall,2016-05-22,AJPW Super Power Series 2016 - Tag 3: SKIP Beat Kawaguchi Vol. 1,258,https://www.cagematch.net/?id=1&nr=154161
256,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2016-05-21,AJPW Super Power Series 2016 - Tag 2,327,https://www.cagematch.net/?id=1&nr=154160
257,All Japan Pro Wrestling,"Numazu, Shizuoka, Japan",Kira Messe Numazu,2016-05-18,AJPW Super Power Series 2016 - Tag 1,208,https://www.cagematch.net/?id=1&nr=153815
258,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2016-05-15,AJPW Fan Appreciation Day,608,https://www.cagematch.net/?id=1&nr=154443
259,All Japan Pro Wrestling,"Higashiomi, Shiga, Japan",Nunokbiki Undokone Taiikukan,2016-05-14,AJPW Higashiomi Charity Show,Attendance not available.,https://www.cagematch.net/?id=1&nr=153503
260,All Japan Pro Wrestling,"Chiba, Japan",TKP Garden City,2016-05-07,AJPW Chiba Extra Dream 10 ~ 10th Anniversary Show,Attendance not available.,https://www.cagematch.net/?id=1&nr=152875
261,All Japan Pro Wrestling,"Akkeshi, Hokkaido, Japan",Akkeshi Social Welfare Center,2016-06-28,AJPW Dynamite Series 2016 - Tag 8,311,https://www.cagematch.net/?id=1&nr=156935
262,All Japan Pro Wrestling,"Abashiri, Hokkaido, Japan",Abashiri City North Community Center ,2016-06-25,AJPW Dynamite Series 2016 - Tag 7,328,https://www.cagematch.net/?id=1&nr=156655
263,All Japan Pro Wrestling,"Mombetsu, Hokkaido, Japan",Mombetsu Sports Center,2016-06-24,AJPW Dynamite Series 2016 - Tag 6,660,https://www.cagematch.net/?id=1&nr=156654
264,All Japan Pro Wrestling,"Rumoi, Hokkaido, Japan",Rumoi Central Public Hall Small Hall,2016-06-23,AJPW Dynamite Series 2016 - Tag 5,369,https://www.cagematch.net/?id=1&nr=152332
265,All Japan Pro Wrestling,"Mukawa, Hokkaido, Japan",Mukawa Kinoyakata Tanpopo Hall,2016-06-21,AJPW Dynamite Series 2016 - Tag 4,383,https://www.cagematch.net/?id=1&nr=156422
266,All Japan Pro Wrestling,"Hakodate, Hokkaido, Japan",Hakodate Comprehensive Wholesale Center Distribution Hall Great Hal,2016-06-20,AJPW Dynamite Series 2016 - Tag 3: Donan Pro-Wrestling Festival,510,https://www.cagematch.net/?id=1&nr=156381
267,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Tokyo Dome Hotel Sapporo Peer Ridge Hall ,2016-06-19,AJPW Dynamite Series 2016 - Tag 2,631,https://www.cagematch.net/?id=1&nr=156266
268,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-06-15,AJPW Dynamite Series 2016 - Tag 1,"1,227",https://www.cagematch.net/?id=1&nr=155994
269,All Japan Pro Wrestling,"Isesaki, Gunma, Japan",Isesaki Second Citizen Gymnasium ,2016-06-09,AJPW Charity Pro-Wrestling Isesaki 69,"ca, 450",https://www.cagematch.net/?id=1&nr=155580
270,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2016-06-07,AJPW/BJW AJ Phoenix Vol. 3,200,https://www.cagematch.net/?id=1&nr=155403
271,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2016-07-30,AJPW Chiba Extra Dream 11,195,https://www.cagematch.net/?id=1&nr=158671
272,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2016-07-23,AJPW Summer Action Series 2016 - Tag 5,605,https://www.cagematch.net/?id=1&nr=158349
273,All Japan Pro Wrestling,"Saga, Japan",Saga Hotel Maritare Sosei Saga East Court 4F Grand Ballroom,2016-07-22,AJPW Summer Action Series 2016 - Tag 4,484,https://www.cagematch.net/?id=1&nr=158306
274,All Japan Pro Wrestling,"Hamada, Shimane, Japan",Hamada Kanagi Gymnasium,2016-07-19,AJPW Summer Action Series 2016 - Tag 3,298,https://www.cagematch.net/?id=1&nr=158217
275,All Japan Pro Wrestling,"Fukuyama, Hiroshima, Japan",Fukuyama Big Rose,2016-07-18,AJPW Summer Action Series 2016 - Tag 2,322,https://www.cagematch.net/?id=1&nr=158152
276,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2016-07-16,AJPW Evolution 2 ~ Restart,360,https://www.cagematch.net/?id=1&nr=158151
277,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-07-14,AJPW Summer Action Series 2016 - Tag 1,"1,163",https://www.cagematch.net/?id=1&nr=157975
278,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2016-08-31,AJPW AJ Phoenix Vol. 4,225,https://www.cagematch.net/?id=1&nr=160437
279,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2016-08-27,AJPW Summer Explosion 2016 - Tag 5,710,https://www.cagematch.net/?id=1&nr=159999
