Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
280,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2016-08-21,AJPW/Land's End Estasi,795,https://www.cagematch.net/?id=1&nr=159998
281,All Japan Pro Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall ,2016-08-20,AJPW Summer Explosion 2016 - Tag 4,551,https://www.cagematch.net/?id=1&nr=159825
282,All Japan Pro Wrestling,"Samukawa, Kanagawa, Japan",Sumakawa Gymnasium,2016-08-14,AJPW All Japan Pro Wrestling Sumakawa Charity Show ~ Suwa City Revitalization Vol. 10,750,https://www.cagematch.net/?id=1&nr=159453
283,All Japan Pro Wrestling,"Ageo, Saitama, Japan",Ikosu Ageo,2016-08-13,AJPW Summer Explosion 2016 - Tag 3,239,https://www.cagematch.net/?id=1&nr=159421
284,All Japan Pro Wrestling,"Ueda, Nagano, Japan",Ueda Innovation Center,2016-08-11,AJPW Summer Explosion 2016 - Tag 2,299,https://www.cagematch.net/?id=1&nr=159351
285,All Japan Pro Wrestling,"Niigata, Japan",Niigata City Gymnasium,2016-08-06,AJPW Summer Explosion 2016 - Tag 1,590,https://www.cagematch.net/?id=1&nr=158788
286,All Japan Pro Wrestling,"Gunma, Maebashi, Japan",Yamada Green Dome,2016-09-25,AJPW,254,https://www.cagematch.net/?id=1&nr=161340
287,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2016-09-22,AJPW Chiba Extra Dream 12,140,https://www.cagematch.net/?id=1&nr=161270
288,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-09-19,AJPW 4th Royal Road Tournament 2016 - Tag 3,"1,183",https://www.cagematch.net/?id=1&nr=137509
289,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2016-09-17,AJPW 4th Royal Road Tournament 2016 - Tag 2,330,https://www.cagematch.net/?id=1&nr=161076
290,All Japan Pro Wrestling,"Yamaguchi, Japan",Hiari Citizen Hall ,2016-09-11,AJPW,400,https://www.cagematch.net/?id=1&nr=160836
291,All Japan Pro Wrestling,"Hiroshima, Japan",Hiroshima Marina Hop ,2016-09-10,AJPW,311,https://www.cagematch.net/?id=1&nr=160832
292,All Japan Pro Wrestling,"Osaka, Japan",Toyonaka Municipal Rose Cultural Hall,2016-09-09,AJPW,209,https://www.cagematch.net/?id=1&nr=160715
293,All Japan Pro Wrestling,"Tokyo, Japan",Shinagawa Prince Hotel Stellar Hall ,2016-09-04,AJPW 4th Royal Road Tournament 2016 - Tag 1,755,https://www.cagematch.net/?id=1&nr=160629
294,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Southern Market Special Venue,2016-10-30,Suwamachi Revitalization Vol. 9 ~ 2nd Yokohama Southern Market Big Thanksgiving Convention,"ca, 600",https://www.cagematch.net/?id=1&nr=163756
295,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2016-10-25,AJPW AJ Phoenix Vol. 5,211,https://www.cagematch.net/?id=1&nr=162842
296,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2016-10-22,AJPW Raising An Army Memorial Series 2016 - Tag 7: Zeus Debut 10th Anniversary Show,738,https://www.cagematch.net/?id=1&nr=162748
297,All Japan Pro Wrestling,"Mito, Ibaraki, Japan",Mito Citizen Gymnasium Subarena,2016-10-19,AJPW Raising An Army Memorial Series 2016 - Tag 6,222,https://www.cagematch.net/?id=1&nr=162525
298,All Japan Pro Wrestling,"Saitama, Japan",SKIP City,2016-10-16,AJPW Raising An Army Memorial Series 2016 - Tag 5,270,https://www.cagematch.net/?id=1&nr=162278
299,All Japan Pro Wrestling,"Sanjo, Niigata, Japan",Sanjo Sakae Gymnasium,2016-10-15,AJPW Raising An Army Memorial Series 2016 - Tag 4,820,https://www.cagematch.net/?id=1&nr=162276
300,All Japan Pro Wrestling,"Koriyama, Fukushima, Japan",Koriyama City Southern Tohoku General Wholesale Center,2016-10-11,AJPW Raising An Army Memorial Series 2016 - Tag 3,560,https://www.cagematch.net/?id=1&nr=162273
301,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Dream Messe Miyagi West Building Hall,2016-10-10,AJPW Raising An Army Memorial Series 2016 - Tag 2,275,https://www.cagematch.net/?id=1&nr=162272
302,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2016-10-09,AJPW Raising An Army Memorial Series 2016 - Tag 1,"1,387",https://www.cagematch.net/?id=1&nr=162271
303,All Japan Pro Wrestling,"Tokyo, Japan",Ryogoku Kokugikan,2016-11-27,AJPW New Explosion,"6,522",https://www.cagematch.net/?id=1&nr=165036
304,All Japan Pro Wrestling,"Nisshin, Aichi, Japan",Nisshin City Small Hall,2016-11-17,AJPW,322,https://www.cagematch.net/?id=1&nr=164517
305,All Japan Pro Wrestling,"Fukui, Japan",Fukui Prefectural Industrial Center,2016-11-16,AJPW,231,https://www.cagematch.net/?id=1&nr=164482
306,All Japan Pro Wrestling,"Joetsu, Niigata, Japan",Joetsu Tourismn Bussan Center,2016-11-15,AJPW,263,https://www.cagematch.net/?id=1&nr=164483
307,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2016-11-13,AJPW Chiba Extra Dream 13,145,https://www.cagematch.net/?id=1&nr=164441
308,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2016-11-12,AJPW Yokohama Twilight Blues Vol. 2,260,https://www.cagematch.net/?id=1&nr=164289
309,All Japan Pro Wrestling,"Yamaguchi, Nara, Japan",Yoshino Sports Park Gymnasium,2016-11-03,AJPW Furusatso Genki Festival In Yoshino,"ca, 1,350",https://www.cagematch.net/?id=1&nr=163838
310,All Japan Pro Wrestling,"Matsumoto, Nagano, Japan",Kissei Bunka Hall Medium Hall,2016-11-02,AJPW Stand Up! Rockstar,611,https://www.cagematch.net/?id=1&nr=163757
311,All Japan Pro Wrestling,"Kawagoe, Saitama, Japan",Westa Kawagoe Tamokuteki Multipurpose Hall,2016-12-24,AJPW Red Holy Night,411,https://www.cagematch.net/?id=1&nr=166650
312,All Japan Pro Wrestling,"Tokyo, Japan",ShinKiba 1st Ring,2016-12-20,AJPW Phoenix Vol. 6,176,https://www.cagematch.net/?id=1&nr=166636
313,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2016-12-18,AJPW Real World Tag League 2016 - Tag 9,"1,244",https://www.cagematch.net/?id=1&nr=166290
314,All Japan Pro Wrestling,"Toyohashi, Aichi, Japan",Toyohashi City General Gymnasium,2016-12-14,AJPW Real World Tag League 2016 - Tag 8,381,https://www.cagematch.net/?id=1&nr=166128
315,All Japan Pro Wrestling,"Gifu, Japan",Juuroku Plaza Competition,2016-12-13,AJPW Real World Tag League 2016 - Tag 7,333,https://www.cagematch.net/?id=1&nr=166051
316,All Japan Pro Wrestling,"Ise, Mie, Japan",Mie Prefectural San Arena,2016-12-12,AJPW Real World Tag League 2016 - Tag 6,551,https://www.cagematch.net/?id=1&nr=166029
317,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2016-12-11,AJPW Real World Tag League 2016 - Tag 5,581,https://www.cagematch.net/?id=1&nr=165915
318,All Japan Pro Wrestling,"Hasuda, Saitama, Japan",Hasuda City General Gymnasium Convention Center,2016-12-09,AJPW Real World Tag League 2016 - Tag 4,535,https://www.cagematch.net/?id=1&nr=165884
319,All Japan Pro Wrestling,"Aomori, Japan",Aomori Industry Convention Center,2016-12-06,AJPW Real World Tag League 2016 - Tag 3,440,https://www.cagematch.net/?id=1&nr=165883
320,All Japan Pro Wrestling,"Akita, Japan",Otachi Citizen Physical Education Hall,2016-12-04,AJPW Real World Tag League 2016 - Tag 2,332,https://www.cagematch.net/?id=1&nr=165882
321,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Miyagi West Library Hall,2016-12-03,AJPW Real World Tag League 2016 - Tag 1,413,https://www.cagematch.net/?id=1&nr=165881
322,All Japan Pro Wrestling,"Hatoyama, Saitama, Japan",Hatoyama Cho Central Public Hall,2017-01-28,AJPW Wrestling Special Charity,455,https://www.cagematch.net/?id=1&nr=168548
323,All Japan Pro Wrestling,"Shunan, Yamaguchi, Japan",Shunan City Shinan South Youth Center,2017-01-21,AJPW,621,https://www.cagematch.net/?id=1&nr=168165
324,All Japan Pro Wrestling,"Nagasaki, Japan",Nagasaki City Peace Hall,2017-01-20,AJPW,208,https://www.cagematch.net/?id=1&nr=168163
325,All Japan Pro Wrestling,"Kumamoto, Japan",Foodpal Kumamoto,2017-01-19,AJPW Kumamoto Earthquake Reconstruction Charity ,378,https://www.cagematch.net/?id=1&nr=168091
326,All Japan Pro Wrestling,"Fukuoka, Japan",Ogakura-Kita Gymnasium,2017-01-18,AJPW,388,https://www.cagematch.net/?id=1&nr=168065
327,All Japan Pro Wrestling,"Kagoshima, Japan",Oroshi Hall,2017-01-16,AJPW,308,https://www.cagematch.net/?id=1&nr=167985
328,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2017-01-15,AJPW New Year Wars 2017 In Hakata,850,https://www.cagematch.net/?id=1&nr=167867
329,All Japan Pro Wrestling,"Hiroshima, Japan",Hiroshima Marina Hop,2017-01-14,AJPW,336,https://www.cagematch.net/?id=1&nr=167775
330,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2017-01-09,AJPW Yokohama Twilight Blues Vol. 3,380,https://www.cagematch.net/?id=1&nr=167518
331,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-01-03,AJPW New Year Wars 2017 - Tag 2,"1,061",https://www.cagematch.net/?id=1&nr=167316
332,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-01-02,AJPW New Year Wars 2017 - Tag 1,"1,301",https://www.cagematch.net/?id=1&nr=167264
333,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2017-02-26,AJPW Excite Series 2017 - Tag 6,877,https://www.cagematch.net/?id=1&nr=169815
334,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya City Nakamura Sports Center #2,2017-02-24,AJPW Excite Series 2017 - Tag 5,355,https://www.cagematch.net/?id=1&nr=169693
335,All Japan Pro Wrestling,"Yaizu, Shizuoka, Japan",Yaizu Cultural Center Small Hall,2017-02-23,AJPW Excite Series 2017 - Tag 4,231,https://www.cagematch.net/?id=1&nr=169692
336,All Japan Pro Wrestling,"Kofu, Yamanashi, Japan",Aimesse Yamanashi,2017-02-19,AJPW Excite Series 2017 - Tag 3,550,https://www.cagematch.net/?id=1&nr=169555
337,All Japan Pro Wrestling,"Choshi, Chiba, Japan",City Gymnasium,2017-02-18,AJPW Excite Series 2017 - Tag 2,419,https://www.cagematch.net/?id=1&nr=169554
338,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-02-17,AJPW Excite Series 2017 - Tag 1,"1,138",https://www.cagematch.net/?id=1&nr=169479
339,All Japan Pro Wrestling,"Utsunomiya, Tochigi, Japan",Tochigi Prefecture General Cultural Center,2017-02-14,AJPW Valentine's Day Special ~ Gimi Choco Night ~,305,https://www.cagematch.net/?id=1&nr=169478
340,All Japan Pro Wrestling,"Chiba, Japan",Blue Field,2017-02-12,AJPW Chiba Extra Dream 14,149,https://www.cagematch.net/?id=1&nr=169319
341,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-03-27,AJPW GROWIN' UP Vol.1,274,https://www.cagematch.net/?id=1&nr=171672
342,All Japan Pro Wrestling,"Suwa, Nagano, Japan",Shimizu-cho Gymnasium,2017-03-26,AJPW Dream Power Series 2017 - Tag 6,503,https://www.cagematch.net/?id=1&nr=171671
343,All Japan Pro Wrestling,"Shijonawate, Osaka, Japan",Shijonawati Civic General Gymnasium,2017-03-23,AJPW Dream Power Series 2017 - Tag 5,471,https://www.cagematch.net/?id=1&nr=171499
344,All Japan Pro Wrestling,"Toyooka, Hyogo, Japan",Toyooka Citizen Gymnasium,2017-03-22,AJPW Dream Power Series 2017 - Tag 4,319,https://www.cagematch.net/?id=1&nr=171498
345,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2017-03-20,AJPW Dream Power Series 2017 - Tag 3: Yokohama Twilight Blues Vol. 4,309,https://www.cagematch.net/?id=1&nr=171243
346,All Japan Pro Wrestling,"Kawagoe, Saitama, Japan",Westera Kawagoe Multipurpose Hall,2017-03-19,AJPW Dream Power Series 2017 - Tag 2,428,https://www.cagematch.net/?id=1&nr=171126
347,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-03-12,AJPW Dream Power Series 2017 - Tag 1,"1,195",https://www.cagematch.net/?id=1&nr=170602
348,All Japan Pro Wrestling,"Naha, Okinawa, Japan",Namura Hall ,2017-03-05,AJPW ~BODY & SOUL~ Tag 2,620,https://www.cagematch.net/?id=1&nr=170243
349,All Japan Pro Wrestling,"Naha, Okinawa, Japan",Namura Hall ,2017-03-04,AJPW ~ BODY & SOUL ~ Tag 1 ,566,https://www.cagematch.net/?id=1&nr=170156
350,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2017-04-30,AJPW Champion Carnival 2017 - Tag 11,875,https://www.cagematch.net/?id=1&nr=173797
351,All Japan Pro Wrestling,"Hiroshima, Japan",Hiroshima Marina Hop,2017-04-29,AJPW Champion Carnival 2017 - Tag 10,509,https://www.cagematch.net/?id=1&nr=173656
352,All Japan Pro Wrestling,"Okayama, Japan",Okayama Prefecture Wholesale Center Orange Hall,2017-04-28,AJPW Champion Carnival 2017 - Tag 9,495,https://www.cagematch.net/?id=1&nr=173633
353,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2017-04-26,AJPW Champion Carnival 2017 - Tag 8,841,https://www.cagematch.net/?id=1&nr=173452
354,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Convention Center,2017-04-25,AJPW Champion Carnival 2017 - Tag 7,631,https://www.cagematch.net/?id=1&nr=173346
355,All Japan Pro Wrestling,"Nagaoka, Niigata, Japan",Aore Nagaoka,2017-04-23,AJPW Champion Carnival 2017 - Tag 6,590,https://www.cagematch.net/?id=1&nr=173128
356,All Japan Pro Wrestling,"Tokyo, Japan",Shinagawa Prince Hotel Stella Ball,2017-04-22,AJPW Champion Carnival 2017 - Tag 5,885,https://www.cagematch.net/?id=1&nr=173062
357,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Dream Messe Miyagi West Bridge Hall,2017-04-20,AJPW Champion Carnival 2017 - Tag 4,411,https://www.cagematch.net/?id=1&nr=172946
358,All Japan Pro Wrestling,"Hachinohe, Aomori, Japan",Hachinohe Seagull View Hotel Gymnasium,2017-04-19,AJPW Champion Carnival 2017 - Tag 3,440,https://www.cagematch.net/?id=1&nr=172875
359,All Japan Pro Wrestling,"Koriyama, Fukushima, Japan",Big Palette Fukushima,2017-04-18,AJPW Champion Carnival 2017 - Tag 2,514,https://www.cagematch.net/?id=1&nr=172807
360,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-04-16,AJPW Champion Carnival 2017 - Tag 1,"1,588",https://www.cagematch.net/?id=1&nr=172704
361,All Japan Pro Wrestling,"Chigasaka, Kanagawa, Japan",Chigasaki City Gymnasium,2017-05-28,AJPW Evolution 3 ~ Attack ~,850,https://www.cagematch.net/?id=1&nr=176029
362,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-05-21,AJPW Super Power Series 2017 - Tag 6,"1,315",https://www.cagematch.net/?id=1&nr=175475
363,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2017-05-20,AJPW Yokohama Twilight Blues Vol. 5,349,https://www.cagematch.net/?id=1&nr=175442
364,All Japan Pro Wrestling,"Shibata, Niigata, Japan",Sun Village Shibata,2017-05-17,AJPW Super Power Series 2017 - Tag 5,335,https://www.cagematch.net/?id=1&nr=175190
365,All Japan Pro Wrestling,"Nagano, Japan",Nagano Arcs,2017-05-16,AJPW Super Power Series 2017 - Tag 4,280,https://www.cagematch.net/?id=1&nr=175130
366,All Japan Pro Wrestling,"Kuwana, Mie, Japan",Kuwana City Gymnasium,2017-05-15,AJPW Super Power Series 2017 - Tag 3,184,https://www.cagematch.net/?id=1&nr=175032
367,All Japan Pro Wrestling,"Higashiomi, Shiga, Japan",Higashi Omi-shi Eikenji Sports Park Gymnasium,2017-05-13,AJPW Super Power Series 2017 - Tag 2,339,https://www.cagematch.net/?id=1&nr=174871
368,All Japan Pro Wrestling,"Osaka, Japan",Moriguchi Citizen Gymnasium,2017-05-12,AJPW Super Power Series 2017 - Tag 1,"1,438",https://www.cagematch.net/?id=1&nr=174870
369,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-05-09,AJPW GROWIN' UP Vol.2,244,https://www.cagematch.net/?id=1&nr=174574
370,All Japan Pro Wrestling,"Saitama, Japan",SKIP City Outdoor Promenade,2017-05-07,AJPW SKIP Beat Kawaguchi Vol. 3,399,https://www.cagematch.net/?id=1&nr=174567
371,All Japan Pro Wrestling,"Chiba, Japan",Blue Field,2017-05-06,AJPW Chiba Extra Dream 15,180,https://www.cagematch.net/?id=1&nr=174558
372,All Japan Pro Wrestling,"Asahikawa, Hokkaido, Japan",Asahikawa Local Industry Promotion Center,2017-06-28,AJPW Dynamite Series 2017 - Tag 12,409,https://www.cagematch.net/?id=1&nr=178531
373,All Japan Pro Wrestling,"Nayoro, Hokkaido, Japan",Nayoro City Sports Center,2017-06-27,AJPW Dynamite Series 2017 - Tag 11,363,https://www.cagematch.net/?id=1&nr=178530
374,All Japan Pro Wrestling,"Monbetsu, Hokkaido, Japan",Monbetsu City Sports Center,2017-06-25,AJPW Dynamite Series 2017 - Tag 10,670,https://www.cagematch.net/?id=1&nr=178412
375,All Japan Pro Wrestling,"Bihoro, Hokkaido, Japan",Bihoro Town Sports Center,2017-06-24,AJPW Dynamite Series 2017 - Tag 9,622,https://www.cagematch.net/?id=1&nr=178411
376,All Japan Pro Wrestling,"Kushiro, Hokkaido, Japan",Kushiro Oumei Base Gymnasium,2017-06-21,AJPW Dynamite Series 2017 - Tag 7,495,https://www.cagematch.net/?id=1&nr=178084
377,All Japan Pro Wrestling,"Nemuro, Hokkaido, Japan",Nemuro Youth Center,2017-06-21,AJPW Dynamite Series 2017 - Tag 8,283,https://www.cagematch.net/?id=1&nr=178410
378,All Japan Pro Wrestling,"Obihiro, Hokkaido, Japan",Obihiro City General Gymnasium,2017-06-20,AJPW Dynamite Series 2017 - Tag 6,703,https://www.cagematch.net/?id=1&nr=178082
379,All Japan Pro Wrestling,"Sapporo, Hokaido, Japan",Sasukino Mars Gym,2017-06-18,AJPW Dynamite Series 2017 - Tag 5,541,https://www.cagematch.net/?id=1&nr=178080
380,All Japan Pro Wrestling,"Sapporo, Hokaido, Japan",Susukino Mars Gym,2017-06-17,AJPW Dynamite Series 2017 - Tag 4,481,https://www.cagematch.net/?id=1&nr=178078
381,All Japan Pro Wrestling,"Hakodate, Hokkaido, Japan",Hakodate General Wholesale Center Distribution Hall,2017-06-16,AJPW Dynamite Series 2017 - Tag 3,460,https://www.cagematch.net/?id=1&nr=178076
382,All Japan Pro Wrestling,"Tatebayashi, Gunma, Japan",Tatebayashi Citizen Gymnasium,2017-06-13,AJPW Dynamite Series 2017 - Tag 2,355,https://www.cagematch.net/?id=1&nr=177434
383,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-06-11,AJPW Dynamite Series 2017 - Tag 1,"1,312",https://www.cagematch.net/?id=1&nr=177432
384,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-06-07,AJPW GROWIN' UP Vol.3,242,https://www.cagematch.net/?id=1&nr=176969
385,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2017-07-30,AJPW Summer Action Series 2017 - Tag 9,560,https://www.cagematch.net/?id=1&nr=180729
386,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya City Tsuyuhashi Sports Center,2017-07-28,AJPW Summer Action Series 2017 - Tag 8,620,https://www.cagematch.net/?id=1&nr=180594
387,All Japan Pro Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Ryutsu Kaikan,2017-07-27,AJPW Summer Action Series 2017 - Tag 7,311,https://www.cagematch.net/?id=1&nr=180592
388,All Japan Pro Wrestling,"Saku, Nagano, Japan",Saku Sozokan,2017-07-26,AJPW Summer Action Series 2017 - Tag 6,369,https://www.cagematch.net/?id=1&nr=180449
389,All Japan Pro Wrestling,"Nasu, Tochigi, Japan",Nasu Highland Park,2017-07-23,AJPW Summer Action Series 2017 - Tag 5,312,https://www.cagematch.net/?id=1&nr=180275
390,All Japan Pro Wrestling,"Numazu, Shizuoka, Japan",Kira Messe Yumozu,2017-07-22,AJPW Summer Action Series 2017 - Tag 4,211,https://www.cagematch.net/?id=1&nr=180185
391,All Japan Pro Wrestling,"Mito, Ibaraki, Japan",Mito Shimin Taiikukan,2017-07-19,AJPW Summer Action Series 2017 - Tag 3,231,https://www.cagematch.net/?id=1&nr=180184
392,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-07-17,AJPW Summer Action Series 2017 - Tag 2,"1,595",https://www.cagematch.net/?id=1&nr=179870
393,All Japan Pro Wrestling,"Ageo, Saitama, Japan",Ikos Ageo,2017-07-15,AJPW Summer Action Series 2017 - Tag 1,229,https://www.cagematch.net/?id=1&nr=179831
394,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2017-07-09,AJPW Chiba Extra Dream 16,235,https://www.cagematch.net/?id=1&nr=179830
395,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2017-07-08,AJPW Yokohama Twilight Blues Vol. 6,296,https://www.cagematch.net/?id=1&nr=179826
396,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-07-05,AJPW GROWIN' UP Vol.4,352,https://www.cagematch.net/?id=1&nr=179231
397,All Japan Pro Wrestling,"Tokyo, Japan",Ryogoku Kokugikan,2017-08-27,AJPW 45th Anniversary,"6,550",https://www.cagematch.net/?id=1&nr=182527
398,All Japan Pro Wrestling,"Okazaki, Aichi, Japan",Okazaki-shi Ryumaoka Kaikan,2017-08-20,AJPW Summer Explosion 2017 - Tag 7,502,https://www.cagematch.net/?id=1&nr=182183
399,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-08-19,AJPW Lucha Fiesta ~ Ultimo Dragon 30th Anniversary,"1,245",https://www.cagematch.net/?id=1&nr=182145
400,All Japan Pro Wrestling,"Iwakuni, Yamaguchi, Japan",Iwakuni-shi Eastern Sports Center,2017-08-12,AJPW Summer Explosion 2017 - Tag 6,450,https://www.cagematch.net/?id=1&nr=181490
401,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2017-08-11,AJPW Summer Explosion 2017 - Tag 5,586,https://www.cagematch.net/?id=1&nr=181489
402,All Japan Pro Wrestling,"Saga, Japan",Hotel Maritare Creation Saga,2017-08-10,AJPW Summer Explosion 2017 - Tag 4,515,https://www.cagematch.net/?id=1&nr=181424
403,All Japan Pro Wrestling,"Sasebo, Nagasaki, Japan",Sasebo City Physical Education and Culture Hall,2017-08-09,AJPW Summer Explosion 2017 - Tag 3,345,https://www.cagematch.net/?id=1&nr=181422
404,All Japan Pro Wrestling,"Matsue, Shimane, Japan",Kunibiki Messe Multi-Hall,2017-08-07,AJPW Summer Explosion 2017 - Tag 2,493,https://www.cagematch.net/?id=1&nr=181231
405,All Japan Pro Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2017-08-06,AJPW Summer Explosion 2017 - Tag 1,510,https://www.cagematch.net/?id=1&nr=181230
406,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-08-03,AJPW GROWIN' UP Vol.5,362,https://www.cagematch.net/?id=1&nr=181006
407,All Japan Pro Wrestling,"Maebashi, Gunma, Japan",Yamada Green Dome Maebashi Sub Arena,2017-09-30,AJPW Raising An Army Memorial Series 2017 - Tag 1,352,https://www.cagematch.net/?id=1&nr=184605
408,All Japan Pro Wrestling,"Fujisawa, Kanagawa, Japan",Yugyo-ji Temple,2017-09-24,AJPW Yoyogi Temple Special Show,Attendance not available.,https://www.cagematch.net/?id=1&nr=184189
409,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Dream Messe Miyagi West Libary Hall,2017-09-23,AJPW Royal Road Tournament 2017 - Tag 5,477,https://www.cagematch.net/?id=1&nr=184186
410,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya City Sports Center,2017-09-19,AJPW Royal Road Tournament 2017 - Tag 4,401,https://www.cagematch.net/?id=1&nr=183969
411,All Japan Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2017-09-18,AJPW Royal Road Tournament - Tag 3,612,https://www.cagematch.net/?id=1&nr=183966
412,All Japan Pro Wrestling,"Kitamoto, Saitama, Japan",Kitamoto City Taiiku Center,2017-09-16,AJPW Royal Road Tournament 2017 - Tag 2,799,https://www.cagematch.net/?id=1&nr=183734
413,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-09-12,AJPW Royal Road Tournament 2017 - Tag 1,"1,130",https://www.cagematch.net/?id=1&nr=183610
414,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2017-09-09,AJPW Yokohama Twilight Blues Vol. 7,271,https://www.cagematch.net/?id=1&nr=183608
415,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-09-05,AJPW GROWIN' UP Vol.6,Attendance not available.,https://www.cagematch.net/?id=1&nr=183267
416,All Japan Pro Wrestling,"Chiba, Japan",Blue Field,2017-09-03,AJPW Chiba Extra Dream 17,134,https://www.cagematch.net/?id=1&nr=183063
417,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-10-31,AJPW GROWIN' UP Vol.8,352,https://www.cagematch.net/?id=1&nr=186159
418,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Bunka Gymnasium,2017-10-21,AJPW Jun Akiyama & Takao Omori 25th Anniversary,"1,870",https://www.cagematch.net/?id=1&nr=185588
419,All Japan Pro Wrestling,"Ashikaga, Tochigi, Japan",Ashikaga Citizen Plaza,2017-10-18,AJPW Raising An Army Memorial Series 2017 - Tag 7,Attendance not available.,https://www.cagematch.net/?id=1&nr=185589
420,All Japan Pro Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2017-10-15,AJPW Raising An Army Memorial Series 2017 - Tag 6,338,https://www.cagematch.net/?id=1&nr=185207
421,All Japan Pro Wrestling,"Hasuda, Saitama, Japan",Hasuda City Municipal Gymnasium,2017-10-14,AJPW Raising An Army Memorial Series - Tag 5,505,https://www.cagematch.net/?id=1&nr=185206
422,All Japan Pro Wrestling,"Matsumoto, Nagano, Japan",Kissei Bunka Hall,2017-10-11,AJPW Stand Up! Rockstar 2,470,https://www.cagematch.net/?id=1&nr=185204
423,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2017-10-09,AJPW Raising An Army Memorial Series 2017 - Tag 4,"1,301",https://www.cagematch.net/?id=1&nr=184908
424,All Japan Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2017-10-05,AJPW GROWIN' UP Vol.7,292,https://www.cagematch.net/?id=1&nr=184903
