Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
310,All Japan Pro Wrestling,"Joetsu, Niigata, Japan",Joetsu Sightseeing Center,2013-11-23,AJPW Royal Road Renaissance 2013 - Tag 2,337,https://www.cagematch.net/?id=1&nr=103750
311,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2013-11-21,AJPW Royal Road Renaissance 2013 - Tag 1,615,https://www.cagematch.net/?id=1&nr=102691
312,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2013-12-15,AJPW Fan Appreciaton Day 2013,Attendance not available.,https://www.cagematch.net/?id=1&nr=105057
313,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum #2,2013-12-08,AJPW Real World Tag League 2013 - Tag 8,Attendance not available.,https://www.cagematch.net/?id=1&nr=104703
314,All Japan Pro Wrestling,"Toyama, Japan",Toyama Techno Hall,2013-12-07,AJPW Real World Tag League 2013 - Tag 7,274,https://www.cagematch.net/?id=1&nr=104702
315,All Japan Pro Wrestling,"Niigata, Japan",Niigata City Gymnasium,2013-12-06,AJPW Real World Tag League 2013 - Tag 6,506,https://www.cagematch.net/?id=1&nr=104701
316,All Japan Pro Wrestling,"Odate, Akita, Japan",Odate Citizen Gymnasium,2013-12-04,AJPW Real World Tag League 2013 - Tag 5,456,https://www.cagematch.net/?id=1&nr=104546
317,All Japan Pro Wrestling,"Fukushima, Japan",Fukushima National Athletic Memorial Gymnasium,2013-12-03,AJPW Real World Tag League 2013 - Tag 4,301,https://www.cagematch.net/?id=1&nr=104466
318,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2013-12-02,AJPW Real World Tag League 2013 - Tag 3,740,https://www.cagematch.net/?id=1&nr=104439
319,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nakamura Sports Center #2,2013-12-01,AJPW Real World Tag League 2013 - Tag 2,437,https://www.cagematch.net/?id=1&nr=104438
320,All Japan Pro Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2014-01-26,AJPW New Year's Gift In Kobe,393,https://www.cagematch.net/?id=1&nr=106552
321,All Japan Pro Wrestling,"Koga, Ibaraki, Japan",Koga Gymnasium,2014-01-13,AJPW New Year Wars 2014 - Tag 8,262,https://www.cagematch.net/?id=1&nr=106137
322,All Japan Pro Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2014-01-12,AJPW New Year Wars 2014 - Tag 7,"ca, 280",https://www.cagematch.net/?id=1&nr=106136
323,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2014-01-11,AJPW New Year Wars 2014 - Tag 6,Attendance not available.,https://www.cagematch.net/?id=1&nr=106016
324,All Japan Pro Wrestling,"Chiba, Japan",Chiba Port Arena Subarena,2014-01-10,AJPW New Year Wars 2014 - Tag 5,Attendance not available.,https://www.cagematch.net/?id=1&nr=106015
325,All Japan Pro Wrestling,"Sayama, Saitama, Japan",Sayama Citizen Exchange Center,2014-01-08,AJPW New Year Wars 2014 - Tag 4,"ca, 240",https://www.cagematch.net/?id=1&nr=105967
326,All Japan Pro Wrestling,"Kai, Yamanashi, Japan",Japan Airlines Gakuen J Ship Hall,2014-01-05,AJPW New Year Wars 2014 - Tag 3,Attendance not available.,https://www.cagematch.net/?id=1&nr=105777
327,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-01-03,AJPW New Year Wars 2014 - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=105719
328,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-01-02,AJPW New Year Wars 2014 - Tag 1,Attendance not available.,https://www.cagematch.net/?id=1&nr=105663
329,All Japan Pro Wrestling,"Ginowan, Okinawa, Japan",Okinawa Convention Center,2014-02-23,AJPW Okinawa Impact 2014 Vol. 1,"2,483",https://www.cagematch.net/?id=1&nr=107451
330,All Japan Pro Wrestling,"Fukuoka, Japan",Acros Fukuoka,2014-02-16,AJPW Excite Series 2014 - Tag 7,624,https://www.cagematch.net/?id=1&nr=107182
331,All Japan Pro Wrestling,"Kurume, Fukuoka, Japan",Kurume Western Region Gymnasium,2014-02-15,AJPW Excite Series 2014 - Tag 6,312,https://www.cagematch.net/?id=1&nr=107159
332,All Japan Pro Wrestling,"Kumamoto, Japan",Kumamoto Food Exchange Hall,2014-02-14,AJPW Excite Series 2014 - Tag 5,347,https://www.cagematch.net/?id=1&nr=107148
333,All Japan Pro Wrestling,"Hiroshima, Japan",Hiroshima Industrial Hall,2014-02-13,AJPW Excite Series 2014 - Tag 4,Attendance not available.,https://www.cagematch.net/?id=1&nr=107106
334,All Japan Pro Wrestling,"Kanagawa, Japan",Daiwa Sports Center,2014-02-11,AJPW Suwa Machiokoshi Vol. 3,"ca, 1,800",https://www.cagematch.net/?id=1&nr=107102
335,All Japan Pro Wrestling,"Ena, Gifu, Japan",Ena Citizen Gymnasium,2014-02-09,AJPW Excite Series 2014 - Tag 3,372,https://www.cagematch.net/?id=1&nr=107101
336,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum #2,2014-02-08,AJPW Excite Series 2014 - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=106908
337,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-02-05,AJPW Excite Series 2014 - Tag 1,936,https://www.cagematch.net/?id=1&nr=106810
338,All Japan Pro Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Distribution Hall,2014-03-30,AJPW Dream Power Series 2014 - Tag 6,Attendance not available.,https://www.cagematch.net/?id=1&nr=109023
339,All Japan Pro Wrestling,"Kyoto, Japan",KBS Hall,2014-03-29,AJPW Dream Power Series 2014 - Tag 5,432,https://www.cagematch.net/?id=1&nr=109000
340,All Japan Pro Wrestling,"Tsu, Mie, Japan",Tsu Messe Wing,2014-03-28,AJPW Dream Power Series 2014 - Tag 4,249,https://www.cagematch.net/?id=1&nr=108986
341,All Japan Pro Wrestling,"Choshi, Chiba, Japan",Choshi City Gymnasium,2014-03-26,AJPW Dream Power Series 2014 - Tag 3,403,https://www.cagematch.net/?id=1&nr=108893
342,All Japan Pro Wrestling,"Ashikaga, Tochigi, Japan",Ashikaga Shimin Plaza Small Hall,2014-03-22,AJPW Dream Power Series 2014 - Tag 2,"ca, 187",https://www.cagematch.net/?id=1&nr=108726
343,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-03-18,AJPW Dream Power Series 2014 - Tag 1,"1,153",https://www.cagematch.net/?id=1&nr=108539
344,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2014-03-16,AJPW Chiba Extra Dream,"ca, 238",https://www.cagematch.net/?id=1&nr=108503
345,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum,2014-04-27,AJPW Champion Carnival 2014 - Tag 9,"2,817",https://www.cagematch.net/?id=1&nr=108606
346,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2014-04-26,AJPW Champion Carnival 2014 - Tag 8,601,https://www.cagematch.net/?id=1&nr=108605
347,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-04-23,AJPW Champion Carnival 2014 - Tag 7,"1,096",https://www.cagematch.net/?id=1&nr=108604
348,All Japan Pro Wrestling,"Hanamaki, Iwate, Japan",Hanamaki Nahan Plaza,2014-04-20,AJPW Champion Carnival 2014 - Tag 6,312,https://www.cagematch.net/?id=1&nr=108603
349,All Japan Pro Wrestling,"Akita, Japan",Akita Tersa,2014-04-19,AJPW Champion Carnival 2014 - Tag 5,341,https://www.cagematch.net/?id=1&nr=108602
350,All Japan Pro Wrestling,"Aomori, Japan",Aomori Hamanasu Hall,2014-04-16,AJPW Champion Carnival 2014 - Tag 4,377,https://www.cagematch.net/?id=1&nr=108601
351,All Japan Pro Wrestling,"Hirosaki, Aomori, Japan",Hirosaki Kasai Sports Center,2014-04-15,AJPW Champion Carnival 2014 - Tag 3,578,https://www.cagematch.net/?id=1&nr=108600
352,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Sendai Sun Festa,2014-04-14,AJPW Champion Carnival 2014 - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=108599
353,All Japan Pro Wrestling,"Tokyo, Japan",Tokyo Belle Salle Shibuya Garden,2014-04-13,AJPW Champion Carnival 2014 - Tag 1,611,https://www.cagematch.net/?id=1&nr=108598
354,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2014-04-12,AJPW Champion Carnival 2014 Eve,Attendance not available.,https://www.cagematch.net/?id=1&nr=108597
355,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-05-29,AJPW Super Power Series 2014 - Tag 8,689,https://www.cagematch.net/?id=1&nr=111657
356,All Japan Pro Wrestling,"Nagaoka, Niigata, Japan",Aore Nagaoka,2014-05-28,AJPW Super Power Series 2014 - Tag 7,553,https://www.cagematch.net/?id=1&nr=111656
357,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2014-05-25,AJPW Super Power Series 2014 - Tag 6,211,https://www.cagematch.net/?id=1&nr=111569
358,All Japan Pro Wrestling,"Matsumoto, Nagano, Japan",Shinshu Sky Park Gymnasium,2014-05-24,AJPW Super Power Series 2014 - Tag 5,301,https://www.cagematch.net/?id=1&nr=111487
359,All Japan Pro Wrestling,"Oyama, Tochigi, Japan",Oyama Municipal Cultural Centre Small Hall,2014-05-20,AJPW Super Power Series 2014 - Tag 4,142,https://www.cagematch.net/?id=1&nr=111394
360,All Japan Pro Wrestling,"Kawagoe, Saitama, Japan",Espoir Isanuma,2014-05-18,AJPW Super Power Series 2014 - Tag 3,224,https://www.cagematch.net/?id=1&nr=111329
361,All Japan Pro Wrestling,"Yokohama, Kanegawa, Japan",Yokohama Radiant Hall,2014-05-17,AJPW Super Power Series 2014 - Tag 2,223,https://www.cagematch.net/?id=1&nr=111331
362,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-05-16,AJPW Super Power Series 2014 - Tag 1,638,https://www.cagematch.net/?id=1&nr=111148
363,All Japan Pro Wrestling,"Hakodate, Hokkaido, Japan",Hakodate Sougou Oroshi Center Distribution Hall,2014-06-30,AJPW Dynamite Series 2014 - Tag 7,423,https://www.cagematch.net/?id=1&nr=113172
364,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Teisen Hall,2014-06-29,AJPW Dynamite Series 2014 - Tag 6,629,https://www.cagematch.net/?id=1&nr=113150
365,All Japan Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Teisen Hall,2014-06-28,AJPW Dynamite Series 2014 - Tag 5,583,https://www.cagematch.net/?id=1&nr=113149
366,All Japan Pro Wrestling,"Mukawa, Hokkaido, Japan",Mukawa Shiki No Yakata Tanpopo Hall,2014-06-26,AJPW Dynamite Series 2014 - Tag 5,593,https://www.cagematch.net/?id=1&nr=112948
367,All Japan Pro Wrestling,"Asahikawa, Hokkaido, Japan",Asahikawa Local Industry Promotion Center,2014-06-25,AJPW Dynamite Series 2014 - Tag 4,418,https://www.cagematch.net/?id=1&nr=112881
368,All Japan Pro Wrestling,"Otofuke, Hokkaido, Japan",Otofuke Gymnasium (Sun Dome Otofuke),2014-06-23,AJPW Dynamite Series 2014 - Tag 3,699,https://www.cagematch.net/?id=1&nr=112774
369,All Japan Pro Wrestling,"Kushiro, Hokkaido, Japan",Kushiro Seiundai Gymnasium,2014-06-22,AJPW Dynamite Series 2014 - Tag 2,"ca, 685",https://www.cagematch.net/?id=1&nr=112660
370,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-06-15,AJPW Dynamite Series 2014 - Tag 1,"1,221",https://www.cagematch.net/?id=1&nr=112364
371,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-07-27,AJPW Summer Action Series 2014 - Tag 8,"1,378",https://www.cagematch.net/?id=1&nr=114302
372,All Japan Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2014-07-26,AJPW Summer Action Series 2014 - Tag 7,277,https://www.cagematch.net/?id=1&nr=114301
373,All Japan Pro Wrestling,"Mito, Ibaraki, Japan",Mito Higashimachi Pefectural Sports Center ,2014-07-25,AJPW Summer Action Series 2014 - Tag 6,638,https://www.cagematch.net/?id=1&nr=114300
374,All Japan Pro Wrestling,"Sayama, Saitama, Japan",Sayama Shimin Koryu Center,2014-07-22,AJPW Summer Action Series 2014 - Tag 5,"ca, 240",https://www.cagematch.net/?id=1&nr=114299
375,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2014-07-20,AJPW Summer Action Series 2014 - Tag 4: Chiba Extra Dream III,Attendance not available.,https://www.cagematch.net/?id=1&nr=114118
376,All Japan Pro Wrestling,"Hamada, Shimane, Japan",Hamada City Kanagi Sports Park,2014-07-14,AJPW Summer Action Series 2014 - Tag 3,354,https://www.cagematch.net/?id=1&nr=114117
377,All Japan Pro Wrestling,"Izumo, Shimane, Japan",Shimane Prefectural Garden City,2014-07-13,AJPW Summer Action Series 2014 - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=113748
378,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum #2,2014-07-12,AJPW Summer Action Series 2014 - Tag 1,837,https://www.cagematch.net/?id=1&nr=113705
379,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Aichi Prefectural Gymnasium,2014-08-30,AJPW Summer Impact 2014 - Tag 5,"2,352",https://www.cagematch.net/?id=1&nr=116426
380,All Japan Pro Wrestling,"Chino, Nagano, Japan",Chino Cultural Complex Multi Hall,2014-08-27,AJPW Summer Impact 2014 - Tag 4,246,https://www.cagematch.net/?id=1&nr=116273
381,All Japan Pro Wrestling,"Nagano, Japan",NBS Hall,2014-08-24,AJPW Summer Impact 2014 - Tag 3,269,https://www.cagematch.net/?id=1&nr=116158
382,All Japan Pro Wrestling,"Numazu, Shizuoka, Japan",Numazu Kira Messe,2014-08-17,AJPW Summer Impact 2014 - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=115695
383,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-08-16,AJPW Summer Impact 2014 - Tag 1,Attendance not available.,https://www.cagematch.net/?id=1&nr=115525
384,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum #2,2014-09-28,AJPW Royal Road Tournament 2014 ~ Open Championship - Tag 6,859,https://www.cagematch.net/?id=1&nr=117773
385,All Japan Pro Wrestling,"Kumamoto, Japan",Kumamoto City Distribution & Information Hall,2014-09-23,Go Shiozaki Debut 10th Anniversary Special Event,524,https://www.cagematch.net/?id=1&nr=117602
386,All Japan Pro Wrestling,"Nagasaki, Japan",Nagasaki NCC & Studio,2014-09-22,AJPW Royal Road Tournament 2014 ~ Open Championship - Tag 5,149,https://www.cagematch.net/?id=1&nr=117532
387,All Japan Pro Wrestling,"Shimonoseki, Yamaguchi, Japan",Kaikyo Messe Shimonoseki ,2014-09-21,AJPW Royal Road Tournament 2014 ~ Open Championship - Tag 4,361,https://www.cagematch.net/?id=1&nr=117487
388,All Japan Pro Wrestling,"Fukuoka, Japan",Fukuoka Nishitetsu Hall,2014-09-20,AJPW Royal Road Tournament 2014 ~ Open Championship - Tag 3,253,https://www.cagematch.net/?id=1&nr=117485
389,All Japan Pro Wrestling,"Toyohashi, Aichi, Japan",Toyohashi Gymnasium Sub-Arena,2014-09-18,AJPW Royal Road Tournament 2014 ~ Open Championship - Tag 2,236,https://www.cagematch.net/?id=1&nr=117288
390,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-09-15,AJPW Royal Road Tournament 2014 ~ Open Championship - Tag 1,"1,012",https://www.cagematch.net/?id=1&nr=116573
391,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2014-09-13,Xceed Produce EXTRA DREAM 4 ~ Go Shiozaki Debut 10th Anniversary,195,https://www.cagematch.net/?id=1&nr=117134
392,All Japan Pro Wrestling,"Yamagata, Japan",Yamagata General Sports Center,2014-10-29,AJPW Raising An Army Memorial Series - Tag 2,"1,535",https://www.cagematch.net/?id=1&nr=119422
393,All Japan Pro Wrestling,"Sanjo, Niigata, Japan",Sanjo Sakae Gymnasium,2014-10-25,AJPW Raising An Army Memorial Series - Tag 1,538,https://www.cagematch.net/?id=1&nr=119381
394,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-10-22,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 8,"1,181",https://www.cagematch.net/?id=1&nr=119069
395,All Japan Pro Wrestling,"Fukuyama, Hiroshima, Japan",Hiroshima Prefectural Industrial Exchange Center Fukuyama Big Rose,2014-10-19,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 7,437,https://www.cagematch.net/?id=1&nr=118916
396,All Japan Pro Wrestling,"Takamatsu, Kagawa, Japan",Takamatsu Symbol Tower Exhibition Hall,2014-10-18,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 6,231,https://www.cagematch.net/?id=1&nr=118842
397,All Japan Pro Wrestling,"Osaka, Japan",Azalea Taisho Hall,2014-10-17,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 5,384,https://www.cagematch.net/?id=1&nr=118835
398,All Japan Pro Wrestling,"Akita, Japan",Selion Plaza,2014-10-12,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 4,138,https://www.cagematch.net/?id=1&nr=118486
399,All Japan Pro Wrestling,"Kitakami, Iwate, Japan",Sunrec Kitakami,2014-10-11,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 3,261,https://www.cagematch.net/?id=1&nr=118437
400,All Japan Pro Wrestling,"Ichinohe, Iwate, Japan",Ichinohe Town Gymnasium,2014-10-10,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 2,493,https://www.cagematch.net/?id=1&nr=118416
401,All Japan Pro Wrestling,"Kisarazu, Chiba, Japan",Kisarazu Civic Gymnasium,2014-10-08,AJPW Resurrection! Giant Series 2014 Junior Tag Battle Of Glory - Tag 1,547,https://www.cagematch.net/?id=1&nr=118313
402,All Japan Pro Wrestling,"Fujisawa, Kanagawa, Japan",Fujisawa Prince Chichibu Memorial Gymnasium,2014-11-29,AJPW Real World Tag League 2014 - Tag 8 ~ Suwama Debut 10th Anniversary Fujisawa Charity Event ~ Suwamachi Revitalization Vol. 4,"1,211",https://www.cagematch.net/?id=1&nr=120797
403,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Miyagino Ward Cultural Center Theater Hall,2014-11-27,AJPW Real World Tag League 2014 - Tag 7,208,https://www.cagematch.net/?id=1&nr=120756
404,All Japan Pro Wrestling,"Maebashi, Gunma, Japan",Yamada Green Dome,2014-11-24,AJPW Real World Tag League 2014 - Tag 6,685,https://www.cagematch.net/?id=1&nr=120619
405,All Japan Pro Wrestling,"Nagano, Japan",Nagano NBS Hall,2014-11-23,AJPW Real World Tag League 2014 - Tag 5,274,https://www.cagematch.net/?id=1&nr=120615
406,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2014-11-22,AJPW Real World Tag League 2014 - Tag 4,217,https://www.cagematch.net/?id=1&nr=120555
407,All Japan Pro Wrestling,"Fukushima, Japan",Fukushima Kokutai Memorial Gymnasium,2014-11-20,AJPW Real World Tag League 2014 - Tag 3,184,https://www.cagematch.net/?id=1&nr=120480
408,All Japan Pro Wrestling,"Aizuwakamatsu, Fukushima, Japan",Aizuwakamatsu Renaissance Nakanoshima,2014-11-19,AJPW Real World Tag League 2014 - Tag 2,229,https://www.cagematch.net/?id=1&nr=120413
409,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-11-16,AJPW Real World Tag League 2014 - Tag 1,"ca, 1,409",https://www.cagematch.net/?id=1&nr=120335
410,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2014-12-14,AJPW Kyohei Wada Referee 40th Anniversary & 60th Anniversary Show ~ Kyohei Wada Produce,"1,111",https://www.cagematch.net/?id=1&nr=121389
411,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum,2014-12-06,AJPW Real World Tag League 2014 - Tag 11,"1,688",https://www.cagematch.net/?id=1&nr=121045
412,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya Congress Center,2014-12-05,AJPW Real World Tag League 2014 - Tag 10,467,https://www.cagematch.net/?id=1&nr=121044
413,All Japan Pro Wrestling,"Toyooka, Hyogo, Japan",Toyooka Civic Gymnasium,2014-12-04,AJPW Real World Tag League 2014 - Tag 9,412,https://www.cagematch.net/?id=1&nr=121043
414,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-01-31,AJPW Giant Baba 17th Death Anniversary Special Event,"1,711",https://www.cagematch.net/?id=1&nr=124117
415,All Japan Pro Wrestling,"Hatoyama, Saitama, Japan",Hatoyama Central Community Center,2015-01-24,AJPW Charity Hatoyama Event ~ Suwamachi Revitalization Vol. 6,"ca, 516",https://www.cagematch.net/?id=1&nr=123815
416,All Japan Pro Wrestling,"Osaka, Japan",Yodogawa Kumin Center,2015-01-12,AJPW Charity Jusou Event ~ Suwamachi Revitalization Vol. 5,613,https://www.cagematch.net/?id=1&nr=123126
417,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya Nakamura Sports Center,2015-01-11,AJPW New Year Wars 2015 - Tag 5,413,https://www.cagematch.net/?id=1&nr=123125
418,All Japan Pro Wrestling,"Kawaguchi, Saitama, Japan",Kawaguchi Industrial Technology Center,2015-01-10,AJPW New Year Wars 2015 - Tag 4,Attendance not available.,https://www.cagematch.net/?id=1&nr=122999
419,All Japan Pro Wrestling,"Shirakawa, Fukushima, Japan",Shirakawa Central Gymnasium,2015-01-07,AJPW New Year Wars 2015 - Tag 3,246,https://www.cagematch.net/?id=1&nr=122866
420,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-01-03,AJPW New Year Wars 2015 - Tag 2,"1,431",https://www.cagematch.net/?id=1&nr=122741
421,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-01-02,AJPW New Year Wars 2015 - Tag 1,"1,017",https://www.cagematch.net/?id=1&nr=122728
422,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-02-20,AJPW Excite Series 2015 - Tag 9,896,https://www.cagematch.net/?id=1&nr=125265
423,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nakamura Sports Center First Stadium,2015-02-17,AJPW Excite Series 2015 - Tag 8,523,https://www.cagematch.net/?id=1&nr=125010
424,All Japan Pro Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Distribution Hall,2015-02-16,AJPW Excite Series 2015 - Tag 7,301,https://www.cagematch.net/?id=1&nr=124998
425,All Japan Pro Wrestling,"Chiba, Japan",Chiba Blue Field,2015-02-14,AJPW Excite Series 2015 - Tag 6 ~ Chiba EXTRA DREAM 6 ~ Valentine's Day Special,168,https://www.cagematch.net/?id=1&nr=124777
426,All Japan Pro Wrestling,"Choshi, Chiba, Japan",Choshi Gymnasium,2015-02-13,AJPW Excite Series 2015 - Tag 5,415,https://www.cagematch.net/?id=1&nr=124670
427,All Japan Pro Wrestling,"Tatebayashi, Gunma, Japan",Tatebayashi Civic Gymnasium,2015-02-11,AJPW Excite Series 2015 - Tag 4,"ca, 323",https://www.cagematch.net/?id=1&nr=124606
428,All Japan Pro Wrestling,"Ise, Mie, Japan",Sun Arena Sub-Arena,2015-02-09,AJPW Excite Series 2015 - Tag 3,596,https://www.cagematch.net/?id=1&nr=124600
429,All Japan Pro Wrestling,"Okayama, Japan",Okayama Wholesale Center Orange Hall,2015-02-08,AJPW Excite Series 2015 - Tag 2,475,https://www.cagematch.net/?id=1&nr=124552
430,All Japan Pro Wrestling,"Osaka, Japan",Bodymaker Colosseum #2,2015-02-07,AJPW Excite Series 2015 - Tag 1,873,https://www.cagematch.net/?id=1&nr=124381
431,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-03-27,AJPW Dream Power Series 2015 - Tag 8,874,https://www.cagematch.net/?id=1&nr=126809
432,All Japan Pro Wrestling,"Kagoshima, Japan",Orocity Hall,2015-03-24,AJPW Dream Power Series 2015 - Tag 7,205,https://www.cagematch.net/?id=1&nr=126745
433,All Japan Pro Wrestling,"Kumamoto, Japan",Kumamoto City Distribution & Information Hall,2015-03-23,AJPW Dream Power Series 2015 - Tag 6,353,https://www.cagematch.net/?id=1&nr=126576
434,All Japan Pro Wrestling,"Fukuoka, Japan",Hakata Starlanes,2015-03-22,AJPW Dream Power Series 2015 - Tag 5,374,https://www.cagematch.net/?id=1&nr=126521
435,All Japan Pro Wrestling,"Ube, Yamaguchi, Japan",COCOLAND Yamaguchi-Ube,2015-03-21,AJPW Dream Power Series 2015 - Tag 4,186,https://www.cagematch.net/?id=1&nr=126516
436,All Japan Pro Wrestling,"Niigata, Japan",Niigata City Gymnasium,2015-03-16,AJPW Dream Power Series 2015 - Tag 3,783,https://www.cagematch.net/?id=1&nr=126310
437,All Japan Pro Wrestling,"Suwa, Nagano, Japan",Suwa Shimizu Gymnasium,2015-03-15,AJPW Dream Power Series 2015 - Tag 2,467,https://www.cagematch.net/?id=1&nr=126265
438,All Japan Pro Wrestling,"Hasuda, Saitama, Japan",Hasuda General Civic Gymnasium,2015-03-14,AJPW Dream Power Series 2015 - Tag 1,638,https://www.cagematch.net/?id=1&nr=126227
439,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-04-25,AJPW Champion Carnival 2015 - Tag 10,"1,401",https://www.cagematch.net/?id=1&nr=128307
440,All Japan Pro Wrestling,"Ueda, Nagano, Japan",Ueda Innovation Center,2015-04-22,AJPW Champion Carnival 2015 - Tag 9,240,https://www.cagematch.net/?id=1&nr=128159
441,All Japan Pro Wrestling,"Utsunomiya, Tochigi, Japan",Tochigi Prefectural Cultural Center,2015-04-21,AJPW Champion Carnival 2015 - Tag 8,131,https://www.cagematch.net/?id=1&nr=128096
442,All Japan Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2015-04-19,AJPW Champion Carnival 2015 - Tag 7,615,https://www.cagematch.net/?id=1&nr=128034
443,All Japan Pro Wrestling,"Osaka, Japan",Osaka Prefectural Gymnasium #2,2015-04-18,AJPW Champion Carnival 2015 - Tag 6,711,https://www.cagematch.net/?id=1&nr=127908
444,All Japan Pro Wrestling,"Maibara, Shiga, Japan",Shiga Prefectural Cultural Industry Community House,2015-04-17,AJPW Champion Carnival 2015 - Tag 5,180,https://www.cagematch.net/?id=1&nr=127869
445,All Japan Pro Wrestling,"Sendai, Miyagi, Japan",Sendai Miyagino Ward Cultural Center,2015-04-13,AJPW Champion Carnival 2015 - Tag 4,211,https://www.cagematch.net/?id=1&nr=127696
446,All Japan Pro Wrestling,"Yamagata, Japan",Yamagata Big Wing,2015-04-12,AJPW Champion Carnival 2015 - Tag 3,"1,028",https://www.cagematch.net/?id=1&nr=127671
447,All Japan Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2015-04-10,AJPW Champion Carnival 2015 - Tag 2,707,https://www.cagematch.net/?id=1&nr=127530
448,All Japan Pro Wrestling,"Ginowan, Okinawa, Japan",Okinawa Convention Center,2015-04-05,AJPW Champion Carnival 2015 - Tag 1,"1,410",https://www.cagematch.net/?id=1&nr=127110
449,All Japan Pro Wrestling,"Osaka, Japan",Osaka Prefectural Gymnasium #2,2015-05-31,AJPW Fan Appreciation Day,910,https://www.cagematch.net/?id=1&nr=130844
