Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
353,DDT Pro Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-17,DDT Beer Garden Fight - Tag 1,471,https://www.cagematch.net/?id=1&nr=373711
354,DDT Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-08-13,DDT Saki Akai 10th Anniversary Show,816,https://www.cagematch.net/?id=1&nr=373336
355,DDT Pro Wrestling,"Yamagata, Japan",Yamagata Big Wing,2023-08-06,DDT Memories Of Summer Vacation 2023 Tour In Yamagata,160,https://www.cagematch.net/?id=1&nr=372825
356,DDT Pro Wrestling,"Kyoto, Japan",KBS Hall,2023-09-30,DDT Saki Akai 10th Anniversary & Final Countdown In Kyoto,451,https://www.cagematch.net/?id=1&nr=377026
357,DDT Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-09-24,DDT Who's Gonna Top? 2023,967,https://www.cagematch.net/?id=1&nr=376636
358,DDT Pro Wrestling,"Nagoya, Aichi, Japan",Nagoya Congress Center Event Hall ,2023-09-18,DDT Dramatic Explosion 2023,531,https://www.cagematch.net/?id=1&nr=376134
359,DDT Pro Wrestling,"Tokyo, Japan",Arena not available.,2023-09-18,DDT Shinkansen Pro Wrestling,75,https://www.cagematch.net/?id=1&nr=376137
360,DDT Pro Wrestling,"Shiroishi, Miyagi, Japan",Shiroishi White Cube,2023-09-16,DDT Who's Gonna Top? 2023 Tour In Shiroishi ~ Tetsuya Endo Homecoming ~,260,https://www.cagematch.net/?id=1&nr=376003
361,DDT Pro Wrestling,"Tokyo, Japan",Ikebukuro Nishiguchi Park Outdoor Theater Global Ring Theater,2023-09-12,DDT Yubun 100th Anniversary - DDT In Ikeburo Full Moon Festival,Attendance not available.,https://www.cagematch.net/?id=1&nr=375665
362,DDT Pro Wrestling,"Tokyo, Japan",Ota City General Gymnasium,2023-09-09,DDT Big Bang 2023,"1,363",https://www.cagematch.net/?id=1&nr=375424
363,DDT Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Skill Culture Center,2023-09-03,DDT Yokohama Unlimited EX,143,https://www.cagematch.net/?id=1&nr=375014
364,DDT Pro Wrestling,"Shizuoka, Japan",Izu Granpal Park,2023-09-02,DDT Street Wrestling In Izukogen Granillumi,Attendance not available.,https://www.cagematch.net/?id=1&nr=374976
365,DDT Pro Wrestling,"Tokyo, Japan",Tokyo JR Omori Station East Exit Plaza,2023-10-30,DDT Utan Festa 2023,"1,029",https://www.cagematch.net/?id=1&nr=379253
366,DDT Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-10-22,DDT God Bless DDT 2023,800,https://www.cagematch.net/?id=1&nr=378442
367,DDT Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-10-15,DDT God Bless DDT 2023 Tour In Sapporo - Tag 2,284,https://www.cagematch.net/?id=1&nr=377996
368,DDT Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-10-14,DDT God Bless DDT 2023 Tour In Sapporo,Attendance not available.,https://www.cagematch.net/?id=1&nr=377898
369,DDT Pro Wrestling,"Sanjo, Niigata, Japan",Sanjo City Welfare Hall ,2023-10-07,DDT God Bless DDT 2023 Tour In Sanjo,256,https://www.cagematch.net/?id=1&nr=377502
370,DDT Pro Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-10-04,DDT God Bless DDT 2023 Tour In Shinjuku,436,https://www.cagematch.net/?id=1&nr=377361
371,DDT Pro Wrestling,"Osaka, Japan",Minato Ward Citizen Center,2023-10-01,DDT God Bless DDT 2023 Tour In Osaka,190,https://www.cagematch.net/?id=1&nr=377360
372,DDT Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-11-26,DDT D-Ou Grand Prix 2023 Opening Round,678,https://www.cagematch.net/?id=1&nr=380883
373,DDT Pro Wrestling,"Sendai, Miyagi, Japan",Yume Messe Miyagi West Building Hall,2023-11-23,DDT Dramatic Dream Tour 2023 In Miyagi,226,https://www.cagematch.net/?id=1&nr=380608
374,DDT Pro Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2023-11-19,DDT Get Alive 2023 In Osaka,354,https://www.cagematch.net/?id=1&nr=380365
375,DDT Pro Wrestling,"Fukushima, Japan",Fukushima Tenjin Misaki Sports Park,2023-11-18,DDT Street Wrestling In Naraha Town,Attendance not available.,https://www.cagematch.net/?id=1&nr=380256
376,DDT Pro Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-11-16,DDT Get Alive 2023 Tour In Shinjuku,181,https://www.cagematch.net/?id=1&nr=380126
377,DDT Pro Wrestling,"Tokyo, Japan",Ryogoku Pier,2023-11-13,DDT Houseboat Pro Wrestling,24,https://www.cagematch.net/?id=1&nr=380125
378,DDT Pro Wrestling,"Tokyo, Japan",Ryogoku Kokugikan,2023-11-12,DDT Ultimate Party 2023,"4,785",https://www.cagematch.net/?id=1&nr=379750
379,DDT Pro Wrestling,"Kawagoe, Saitama, Japan",Shingashi Station West Exit Ekimae Street,2023-11-04,DDT Pro Wrestling In Shingashi,Attendance not available.,https://www.cagematch.net/?id=1&nr=379395
380,DDT Pro Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-11-03,DDT Road To Ultimate Party 2023 In Shinjuku,385,https://www.cagematch.net/?id=1&nr=379254
381,DDT Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-12-24,DDT D-Ou Grand Prix 2023 In Korakuen Hall,761,https://www.cagematch.net/?id=1&nr=383712
382,DDT Pro Wrestling,"Yatsushiro, Kumamoto, Japan",Sakurajuji Hall Yatsushiro Multipurpose Hall,2023-12-17,DDT D-Ou Grand Prix 2023 In Kumamoto,282,https://www.cagematch.net/?id=1&nr=383056
383,DDT Pro Wrestling,"Fukuoka, Japan",Nishitetsu Hall,2023-12-16,DDT D-Ou Grand Prix 2023 In Fukuoka,355,https://www.cagematch.net/?id=1&nr=382929
384,DDT Pro Wrestling,"Osaka, Japan",Azalea Taisho Hall,2023-12-09,DDT D-Ou Grand Prix 2023 In Osaka,245,https://www.cagematch.net/?id=1&nr=382276
385,DDT Pro Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-12-03,DDT D-Ou Grand Prix 2023 In Shinjuku - Tag 2,266,https://www.cagematch.net/?id=1&nr=381533
386,DDT Pro Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-12-02,DDT D-Ou Grand Prix 2023 In Shinjuku - Tag 1,334,https://www.cagematch.net/?id=1&nr=381532
387,Dragongate Japan Pro-Wrestling,"Matsusaka, Mie, Japan",Heartful Mikumo,2023-01-29,DG Open The New Year Gate 2023 -  Tag 13,305,https://www.cagematch.net/?id=1&nr=360645
388,Dragongate Japan Pro-Wrestling,"Fukuyama, Hiroshima, Japan",Fukuyama Industrial Exchange Center Big Rose,2023-01-28,DG Open The New Year Gate 2023 -  Tag 12,274,https://www.cagematch.net/?id=1&nr=360644
389,Dragongate Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Tsuyuhashi Sports Center,2023-01-24,DG Open The New Year Gate 2023 -  Tag 11 ~ U-T Homecoming,310,https://www.cagematch.net/?id=1&nr=360446
390,Dragongate Japan Pro-Wrestling,"Toyohashi, Aichi, Japan",Loisir Hotel Toyohashi,2023-01-23,DG Open The New Year Gate 2023 -  Tag 10,245,https://www.cagematch.net/?id=1&nr=360445
391,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-01-22,DG Open The New Year Gate 2023 -  Tag 9,374,https://www.cagematch.net/?id=1&nr=360230
392,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-01-21,DG Open The New Year Gate 2023 -  Tag 8,340,https://www.cagematch.net/?id=1&nr=360195
393,Dragongate Japan Pro-Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Distribution Center,2023-01-15,DG Open The New Year Gate 2023 -  Tag 7,Attendance not available.,https://www.cagematch.net/?id=1&nr=359873
394,Dragongate Japan Pro-Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2023-01-14,DG Open The New Year Gate 2023 -  Tag 6,261,https://www.cagematch.net/?id=1&nr=359812
395,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-01-12,DG Open The New Year Gate 2023 -  Tag 5,"1,022",https://www.cagematch.net/?id=1&nr=359704
396,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-01-11,DG Open The New Year Gate 2023 -  Tag 4,978,https://www.cagematch.net/?id=1&nr=359627
397,Dragongate Japan Pro-Wrestling,"Kuwana, Mie, Japan",Yamamori Gymnasium,2023-01-09,DG Open The New Year Gate 2023 -  Tag 3,236,https://www.cagematch.net/?id=1&nr=359516
398,Dragongate Japan Pro-Wrestling,"Kyoto, Japan",Kyoto KBS Hall,2023-01-08,DG Open The New Year Gate 2023 -  Tag 2,326,https://www.cagematch.net/?id=1&nr=359443
399,Dragongate Japan Pro-Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2023-01-07,DG Open The New Year Gate 2023 -  Tag 1,"ca, 500",https://www.cagematch.net/?id=1&nr=359404
400,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Geijutsu Center,2023-02-26,DG Rey De Parejas 2023 - Tag 12,358,https://www.cagematch.net/?id=1&nr=362298
401,Dragongate Japan Pro-Wrestling,"Tsushima, Aichi, Japan",Tsushima Bunka Center,2023-02-25,DG Rey De Parejas 2023 - Tag 11,362,https://www.cagematch.net/?id=1&nr=362236
402,Dragongate Japan Pro-Wrestling,"Tokai, Aichi, Japan",Tokai Civic Gymnasium,2023-02-23,DG Rey De Parejas 2023 - Tag 10,351,https://www.cagematch.net/?id=1&nr=362147
403,Dragongate Japan Pro-Wrestling,"Oro, Kagoshima, Japan",Oro City Hall,2023-02-21,DG Rey De Parejas 2023 - Tag 9,228,https://www.cagematch.net/?id=1&nr=362047
404,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Kokurakita Gymnasium,2023-02-20,DG Rey De Parejas 2023 - Tag 8,315,https://www.cagematch.net/?id=1&nr=362234
405,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Acros Fukuoka,2023-02-19,DG Rey De Parejas 2023 - Tag 7 (Day Show),383,https://www.cagematch.net/?id=1&nr=361967
406,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Acros Fukuoka,2023-02-19,DG Rey De Parejas 2023 - Tag 7 (Evening Show),451,https://www.cagematch.net/?id=1&nr=361968
407,Dragongate Japan Pro-Wrestling,"Yukuhashi, Fukuoka, Japan",Yukuhashi Civic Gymnasium,2023-02-18,DG Rey De Parejas 2023 - Tag 6,228,https://www.cagematch.net/?id=1&nr=200071
408,Dragongate Japan Pro-Wrestling,"Kurashiki, Okayama, Japan",Hotel Cent Inn Kurashiki,2023-02-12,DG Rey De Parejas 2023 - Tag 5 ~ Syachihoko Boy Homecoming,220,https://www.cagematch.net/?id=1&nr=361412
409,Dragongate Japan Pro-Wrestling,"Kyoto, Japan",KBS Hall,2023-02-11,DG Rey De Parejas 2023 - Tag 4,349,https://www.cagematch.net/?id=1&nr=361411
410,Dragongate Japan Pro-Wrestling,"Tajimi, Gifu, Japan",Tajimi City Industrial Bunka Center,2023-02-05,DG Rey De Parejas 2023 - Tag 3,434,https://www.cagematch.net/?id=1&nr=361049
411,Dragongate Japan Pro-Wrestling,"Fuji, Shizuoka, Japan",Fujisan Messe,2023-02-04,DG Rey De Parejas 2023 - Tag 2,269,https://www.cagematch.net/?id=1&nr=361048
412,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-02-03,DG Rey De Parejas 2023 - Tag 1,"1,198",https://www.cagematch.net/?id=1&nr=360862
413,Dragongate Japan Pro-Wrestling,"Hiroshima, Japan",Hiroshima Prefectural Industrial Exhibition Hall,2023-03-27,DG Glorious Gate 2023 - Tag 8,498,https://www.cagematch.net/?id=1&nr=363760
414,Dragongate Japan Pro-Wrestling,"Tsuruga, Fukui, Japan",Kirameki Minato Hall,2023-03-26,DG Glorious Gate 2023 - Tag 7,254,https://www.cagematch.net/?id=1&nr=363655
415,Dragongate Japan Pro-Wrestling,"Akaiwa, Okayama, Japan",Sanyo Fureai Park General Gymnasium,2023-03-25,DG Glorious Gate 2023 - Tag 6,254,https://www.cagematch.net/?id=1&nr=363540
416,Dragongate Japan Pro-Wrestling,"Osaka, Japan",Yomiuri TV 1F 10 Plaza Special Ring,2023-03-24,DG Yomiuri TV Castle Town Festival 2023 ~ Miyaneya Pro Wrestling,Attendance not available.,https://www.cagematch.net/?id=1&nr=363541
417,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-03-21,DG Glorious Gate 2023 - Tag 5,387,https://www.cagematch.net/?id=1&nr=363410
418,Dragongate Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2023-03-19,DG Glorious Gate 2023 - Tag 4,"1,002",https://www.cagematch.net/?id=1&nr=363285
419,Dragongate Japan Pro-Wrestling,"Wakayama, Japan",Wakayama Prefectural Gymnasium,2023-03-18,DG Memorial Gate 2023 In Wakayama,453,https://www.cagematch.net/?id=1&nr=363286
420,Dragongate Japan Pro-Wrestling,"Tottori, Japan",Tottori Industrial Gymnasium,2023-03-13,DG Glorious Gate 2023 - Tag 3,282,https://www.cagematch.net/?id=1&nr=363031
421,Dragongate Japan Pro-Wrestling,"Onomichi, Hiroshima, Japan",Challenge Kozakana Kun Arena,2023-03-12,DG Glorious Gate 2023 - Tag 2,355,https://www.cagematch.net/?id=1&nr=362948
422,Dragongate Japan Pro-Wrestling,"Himeji, Hyogo, Japan",Akurie Himeji,2023-03-11,DG Glorious Gate 2023 - Tag 1,312,https://www.cagematch.net/?id=1&nr=362947
423,Dragongate Japan Pro-Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2023-03-05,DG Champion Gate In Osaka 2023 - Tag 2,528,https://www.cagematch.net/?id=1&nr=362608
424,Dragongate Japan Pro-Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2023-03-04,DG Champion Gate In Osaka 2023 - Tag 1,455,https://www.cagematch.net/?id=1&nr=362607
425,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-03-02,DG Rey De Parejas 2023 - Tag 13,"1,186",https://www.cagematch.net/?id=1&nr=362509
426,Dragongate Japan Pro-Wrestling,"Numazu, Shizuoka, Japan",Kira Messe Numazu,2023-04-30,DG The Gate Of Passion 2023 - Tag 12,258,https://www.cagematch.net/?id=1&nr=366287
427,Dragongate Japan Pro-Wrestling,"Nagano, Japan",Nagano Arcs,2023-04-23,DG The Gate Of Passion 2023 - Tag 11,285,https://www.cagematch.net/?id=1&nr=365854
428,Dragongate Japan Pro-Wrestling,"Hiroshima, Japan",Hiroshima Prefectural Fukuyama Industrial Exchange Center Big Rose,2023-04-22,DG The Gate Of Passion 2023 - Tag 10,303,https://www.cagematch.net/?id=1&nr=365739
429,Dragongate Japan Pro-Wrestling,"Oita, Japan",J:COM Horuto Hall Oita,2023-04-18,DG The Gate Of Passion 2023 - Tag 9,Attendance not available.,https://www.cagematch.net/?id=1&nr=365467
430,Dragongate Japan Pro-Wrestling,"Kumamoto, Japan",Kumamoto Castle Hall,2023-04-17,DG The Gate Of Passion 2023 - Tag 8 ~ Genki Horiguchi Homecoming,417,https://www.cagematch.net/?id=1&nr=365424
431,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Acros Fukuoka,2023-04-16,DG The Gate Of Passion 2023 - Tag 7 (Day Show),344,https://www.cagematch.net/?id=1&nr=365380
432,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Acros Fukuoka,2023-04-16,DG The Gate Of Passion 2023 - Tag 7 (Evening Show),368,https://www.cagematch.net/?id=1&nr=365381
433,Dragongate Japan Pro-Wrestling,"Togitsu, Nagasaki, Japan",Mr. Max Togitsu Shop Rooftop Special Ring,2023-04-15,DG Dragon Gate Pro Wrestling In Mr. Max Togitsu Shop,Attendance not available.,https://www.cagematch.net/?id=1&nr=365378
434,Dragongate Japan Pro-Wrestling,"Nagasaki, Japan",Nagasaki Peace Hall,2023-04-15,DG The Gate Of Passion 2023 - Tag 6,258,https://www.cagematch.net/?id=1&nr=365379
435,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-04-09,DG The Gate Of Passion 2023 - Tag 5,376,https://www.cagematch.net/?id=1&nr=364756
436,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-04-08,DG The Gate Of Passion 2023 - Tag 4,303,https://www.cagematch.net/?id=1&nr=364732
437,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-04-05,DG The Gate Of Passion 2023 - Tag 3,"1,087",https://www.cagematch.net/?id=1&nr=364399
438,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-04-04,DG/Masaaki Mochizuki Produce Buyuden Rei ~ Zero ~ Vol. 1,468,https://www.cagematch.net/?id=1&nr=364263
439,Dragongate Japan Pro-Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Distribution Center,2023-04-02,DG The Gate Of Passion 2023 - Tag 2 ~ Madoka Kikuta Homecoming,310,https://www.cagematch.net/?id=1&nr=364036
440,Dragongate Japan Pro-Wrestling,"Nagaoka, Niigata, Japan",Hirasei Home Center Nagaoka New Town,2023-04-02,DG Hirasei Home Center Pro Wrestling In Nagaoka New Town,Attendance not available.,https://www.cagematch.net/?id=1&nr=364042
441,Dragongate Japan Pro-Wrestling,"Kyoto, Japan",KBS Hall,2023-04-01,DG The Gate Of Passion 2023 - Tag 1,326,https://www.cagematch.net/?id=1&nr=364035
442,Dragongate Japan Pro-Wrestling,"Fukui, Japan",Fukui Prefectural Industrial Hall,2023-05-29,DG Hopeful Gate 2023 - Tag 17,228,https://www.cagematch.net/?id=1&nr=367951
443,Dragongate Japan Pro-Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2023-05-28,DG Hopeful Gate 2023 - Tag 16,831,https://www.cagematch.net/?id=1&nr=367914
444,Dragongate Japan Pro-Wrestling,"Okayama, Japan",Okayama Wake Town Gymnasium,2023-05-27,DG Hopeful Gate 2023 - Tag 15,251,https://www.cagematch.net/?id=1&nr=367847
445,Dragongate Japan Pro-Wrestling,"Nagaoka, Niigata, Japan",Aore Nagaoka,2023-05-24,DG Hopeful Gate 2023 - Tag 14,256,https://www.cagematch.net/?id=1&nr=367675
446,Dragongate Japan Pro-Wrestling,"Morioka, Iwate, Japan",Morioka Gymnasium,2023-05-23,DG Hopeful Gate 2023 - Tag 13,215,https://www.cagematch.net/?id=1&nr=367620
447,Dragongate Japan Pro-Wrestling,"Hakodate, Hokkaido, Japan",Hakodate Arena,2023-05-22,DG Hopeful Gate 2023 - Tag 12,356,https://www.cagematch.net/?id=1&nr=367552
448,Dragongate Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-05-21,DG Hopeful Gate 2023 - Tag 11 ~ BxB Hulk & Kzy Homecoming,404,https://www.cagematch.net/?id=1&nr=367549
449,Dragongate Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-05-20,DG Hopeful Gate 2023 - Tag 10 ~ BxB Hulk & Kzy Homecoming,355,https://www.cagematch.net/?id=1&nr=367544
450,Dragongate Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-05-19,DG Hopeful Gate 2023 - Tag 9 ~ BxB Hulk & Kzy Homecoming,256,https://www.cagematch.net/?id=1&nr=367365
451,Dragongate Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Radiant Hall,2023-05-17,DG Hopeful Gate 2023 - Tag 8 ~ Strong Machine J & KAI Homecoming,342,https://www.cagematch.net/?id=1&nr=367288
452,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-05-14,DG Hopeful Gate 2023 - Tag 7,404,https://www.cagematch.net/?id=1&nr=367070
453,Dragongate Japan Pro-Wrestling,"Mooka, Tochigi, Japan",Welcia Mooka Otani Shinmac,2023-05-13,DG Drugstore Pro-Wrestling In Mooka Otani Shinmac ~ Masahiro Chono & Dragongate Are Coming!,Attendance not available.,https://www.cagematch.net/?id=1&nr=367041
454,Dragongate Japan Pro-Wrestling,"Kariya, Aichi, Japan",Kariya City Industrial Promotion Center Aioi Hall,2023-05-13,DG Hopeful Gate 2023 - Tag 6,322,https://www.cagematch.net/?id=1&nr=367042
455,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-05-11,DG Hopeful Gate 2023 - Tag 5,"1,101",https://www.cagematch.net/?id=1&nr=366961
456,Dragongate Japan Pro-Wrestling,"Yokkaichi, Mie, Japan",Kusunoki Ryokuchi Gymnasium,2023-05-07,DG Hopeful Gate 2023 - Tag 4,312,https://www.cagematch.net/?id=1&nr=366734
457,Dragongate Japan Pro-Wrestling,"Tsushima, Aichi, Japan",Tsushima Bunka Center,2023-05-06,DG Hopeful Gate 2023 - Tag 3,336,https://www.cagematch.net/?id=1&nr=366642
458,Dragongate Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Aichi Prefectural Gymnasium,2023-05-05,DG Dead Or Alive 2023,"2,710",https://www.cagematch.net/?id=1&nr=366696
459,Dragongate Japan Pro-Wrestling,"Nagoya, Aichi, Japan",CBC Housing Meiekikita Special Ring,2023-05-04,DG Special Match In CBC Housing Meiekikita,Attendance not available.,https://www.cagematch.net/?id=1&nr=366523
460,Dragongate Japan Pro-Wrestling,"Kyoto, Japan",Kyoto KBS Hall,2023-05-04,DG Hopeful Gate 2023 - Tag 2,333,https://www.cagematch.net/?id=1&nr=366524
461,Dragongate Japan Pro-Wrestling,"Kyoto, Japan",Kyoto KBS Hall,2023-05-03,DG Hopeful Gate 2023 - Tag 1,296,https://www.cagematch.net/?id=1&nr=366443
462,Dragongate Japan Pro-Wrestling,"Sendai, Miyagi, Japan",Sendai Sun Festa,2023-06-26,DG Rainbow Gate 2023 - Tag 12: Ryu Fuda Homecoming,372,https://www.cagematch.net/?id=1&nr=369574
463,Dragongate Japan Pro-Wrestling,"Kawagoe, Saitama, Japan",Espoir Isanuma,2023-06-25,DG Rainbow Gate 2023 - Tag 11,306,https://www.cagematch.net/?id=1&nr=369515
464,Dragongate Japan Pro-Wrestling,"Kawagoe, Saitama, Japan",Espoir Isanuma,2023-06-24,DG Rainbow Gate 2023 - Tag 10,262,https://www.cagematch.net/?id=1&nr=369514
465,Dragongate Japan Pro-Wrestling,"Chiba, Japan",Chiba Port Arena,2023-06-23,DG Rainbow Gate 2023 - Tag 9: Yasushi Kanda & Ben-K Homecoming,286,https://www.cagematch.net/?id=1&nr=369513
466,Dragongate Japan Pro-Wrestling,"Naha, Okinawa, Japan",Naha Bunka Tenbuskan,2023-06-18,DG Menso-re Gate 2023 - Tag 2,244,https://www.cagematch.net/?id=1&nr=369116
467,Dragongate Japan Pro-Wrestling,"Naha, Okinawa, Japan",Naha Bunka Tenbuskan,2023-06-17,DG Menso-re Gate 2023 - Tag 1,228,https://www.cagematch.net/?id=1&nr=369115
468,Dragongate Japan Pro-Wrestling,"Oro, Kagoshima, Japan",Oro City Hall,2023-06-12,DG Rainbow Gate 2023 - Tag 8,289,https://www.cagematch.net/?id=1&nr=368838
469,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Acros Fukuoka,2023-06-11,DG Rainbow Gate 2023 - Tag 7 (Day Show),324,https://www.cagematch.net/?id=1&nr=368836
470,Dragongate Japan Pro-Wrestling,"Fukuoka, Japan",Acros Fukuoka,2023-06-11,DG Rainbow Gate 2023 - Tag 7 (Evening Show),484,https://www.cagematch.net/?id=1&nr=368837
471,Dragongate Japan Pro-Wrestling,"Imari, Saga, Japan",Saga Kunimidai Gymnasium,2023-06-10,DG Rainbow Gate 2023 - Tag 6,289,https://www.cagematch.net/?id=1&nr=368651
472,Dragongate Japan Pro-Wrestling,"Kashima, Kumamoto, Japan",HI Hiro Super Combo Kashima Store,2023-06-10,DG HI Hiro Serambo!,Attendance not available.,https://www.cagematch.net/?id=1&nr=368652
473,Dragongate Japan Pro-Wrestling,"Toyohashi, Aichi, Japan",Loisir Hotel Toyohashi,2023-06-06,DG Rainbow Gate 2023 - Tag 5,258,https://www.cagematch.net/?id=1&nr=368441
474,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-06-04,DG Rainbow Gate 2023 - Tag 4,394,https://www.cagematch.net/?id=1&nr=368311
475,Dragongate Japan Pro-Wrestling,"Fuji, Shizuoka, Japan",Fujisan Messe,2023-06-03,DG Rainbow Gate 2023 - Tag 3,201,https://www.cagematch.net/?id=1&nr=368310
476,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-06-02,DG Rainbow Gate 2023 - Tag 2,"1,038",https://www.cagematch.net/?id=1&nr=368214
477,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-06-01,DG Rainbow Gate 2023 - Tag 1,928,https://www.cagematch.net/?id=1&nr=368173
478,Dragongate Japan Pro-Wrestling,"Kudamatsu, Yamaguchi, Japan",Kudamatsu Sports Park Gymnasium,2023-07-30,DG King Of Gate 2023 - Tag 11,339,https://www.cagematch.net/?id=1&nr=372180
479,Dragongate Japan Pro-Wrestling,"Tsushima, Aichi, Japan",Tsushima Bunka Center,2023-07-29,DG King Of Gate 2023 - Tag 10,Attendance not available.,https://www.cagematch.net/?id=1&nr=372013
480,Dragongate Japan Pro-Wrestling,"Gifu, Japan",Juroku Plaza,2023-07-23,"DG King Of Gate 2023 - Tag 9: Kono Mama Ichikawa, Yuki Yoshioka & Kota Minoura Homecoming",596,https://www.cagematch.net/?id=1&nr=371573
481,Dragongate Japan Pro-Wrestling,"Kobe, Hyogo, Japan",Kobe Geijutsu Center,2023-07-22,DG King Of Gate 2023 - Tag 8,Attendance not available.,https://www.cagematch.net/?id=1&nr=371495
482,Dragongate Japan Pro-Wrestling,"Kasukabe, Saitama, Japan",Fureai Cube Kasukabe,2023-07-17,DG King Of Gate 2023 - Tag 7,420,https://www.cagematch.net/?id=1&nr=371078
483,Dragongate Japan Pro-Wrestling,"Kanazawa, Ishikawa, Japan",Kanazawa Distribution Center,2023-07-16,DG King Of Gate 2023 - Tag 6 ~ Madoka Kikuta Homecoming,395,https://www.cagematch.net/?id=1&nr=370981
484,Dragongate Japan Pro-Wrestling,"Kyoto, Japan",Kyoto KBS Hall,2023-07-15,DG King Of Gate 2023 - Tag 5,312,https://www.cagematch.net/?id=1&nr=370895
485,Dragongate Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Tsuyuhashi Sports Center,2023-07-14,DG King Of Gate 2023 - Tag 4,368,https://www.cagematch.net/?id=1&nr=370812
486,Dragongate Japan Pro-Wrestling,"Osaka, Japan",EDION Arena Osaka #2,2023-07-09,DG King Of Gate 2023 - Tag 3,711,https://www.cagematch.net/?id=1&nr=370454
487,Dragongate Japan Pro-Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2023-07-08,DG King Of Gate 2023 - Tag 2,304,https://www.cagematch.net/?id=1&nr=370390
488,Dragongate Japan Pro-Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-07-08,DG/Masaaki Mochizuki Produce Buyuden Rei ~ Zero ~ Vol. 2,353,https://www.cagematch.net/?id=1&nr=370392
