Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
647,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-01-04,BJW Death Match King Death,333,https://www.cagematch.net/?id=1&nr=357767
648,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-01-03,BJW,126,https://www.cagematch.net/?id=1&nr=357768
649,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-01-02,BJW,624,https://www.cagematch.net/?id=1&nr=356772
650,Big Japan Pro-Wrestling,"Kawasaki, Kanagawa, Japan",Post di Amistad,2023-02-25,BJW Kanagawa Spirits #0,60,https://www.cagematch.net/?id=1&nr=362224
651,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Penny Lane 24,2023-02-19,BJW Big B Child 2023 ~ Baby Okay? (Afternoon Show),Attendance not available.,https://www.cagematch.net/?id=1&nr=361914
652,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Penny Lane 24,2023-02-19,BJW Big B Child 2023 ~ Baby Okay? (Evening Show),Attendance not available.,https://www.cagematch.net/?id=1&nr=361917
653,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Utsukushigaoka Park,2023-02-18,BJW Shopping Street Wrestling Special,Attendance not available.,https://www.cagematch.net/?id=1&nr=361809
654,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-02-14,BJW/ZERO1 Clash,107,https://www.cagematch.net/?id=1&nr=361518
655,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-02-13,BJW Big Cheers ~ Saikyou Tag League 2022 Final,331,https://www.cagematch.net/?id=1&nr=360632
656,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-02-12,BJW,414,https://www.cagematch.net/?id=1&nr=360545
657,Big Japan Pro-Wrestling,"Osaka, Japan",Miyakojima Kumin Center,2023-02-11,BJW Osaka Surprise 64 ~ Glory Members 2023,234,https://www.cagematch.net/?id=1&nr=360740
658,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-02-08,BJW Saikyou Tag League 2022 Semi Final,132,https://www.cagematch.net/?id=1&nr=360629
659,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-03-28,BJW,358,https://www.cagematch.net/?id=1&nr=363837
660,Big Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya Club Diamond Hall,2023-03-26,BJW Death Market 72,183,https://www.cagematch.net/?id=1&nr=363646
661,Big Japan Pro-Wrestling,"Shizuoka, Japan",Twin Messe Shizuoka,2023-03-21,BJW,145,https://www.cagematch.net/?id=1&nr=363388
662,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Tsuzuki Sports Center,2023-03-19,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=363313
663,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-03-17,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=363183
664,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-03-12,2AW/BJW Big Advance,56,https://www.cagematch.net/?id=1&nr=362959
665,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-03-11,BJW,538,https://www.cagematch.net/?id=1&nr=362553
666,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Saedo Park Yokohama,2023-03-04,BJW Dainichi Fair & Sports Show,Attendance not available.,https://www.cagematch.net/?id=1&nr=362552
667,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-03-03,BJW,86,https://www.cagematch.net/?id=1&nr=362520
668,Big Japan Pro-Wrestling,"Kanzaki, Saga, Japan",ONESTEP KANZAKI BASE,2023-04-30,BJW,88,https://www.cagematch.net/?id=1&nr=366253
669,Big Japan Pro-Wrestling,"Fukuoka, Japan",CONNECT Theater,2023-04-29,BJW Fighting FF III ~Strong Show Time,190,https://www.cagematch.net/?id=1&nr=366188
670,Big Japan Pro-Wrestling,"Yamaguchi, Japan",Yamaguchi Refresh Park Sub Arena,2023-04-28,BJW,162,https://www.cagematch.net/?id=1&nr=366124
671,Big Japan Pro-Wrestling,"Takamatsu, Kagawa, Japan",Takamatsu Symbol Tower 1F Exhibition Hall,2023-04-27,BJW Takamatsu Death Island 2023,102,https://www.cagematch.net/?id=1&nr=366060
672,Big Japan Pro-Wrestling,"Eniwa, Hokkaido, Japan",Eniwa Shimamatsu Gymnasium,2023-04-21,BJW Kobayashi Day 2023,133,https://www.cagematch.net/?id=1&nr=365698
673,Big Japan Pro-Wrestling,"Kitami, Hokkaido, Japan",Sun Dome Kitami,2023-04-20,BJW,143,https://www.cagematch.net/?id=1&nr=365600
674,Big Japan Pro-Wrestling,"Kushiro, Hokkaido, Japan",Kushiro Civic Cultural Center,2023-04-19,BJW,149,https://www.cagematch.net/?id=1&nr=365548
675,Big Japan Pro-Wrestling,"Obihiro, Hokkaido, Japan",Obihiro City General Gymnasium,2023-04-18,BJW,257,https://www.cagematch.net/?id=1&nr=365491
676,Big Japan Pro-Wrestling,"Asahikawa, Hokkaido, Japan",Asahikawa Local Industry Promotion Center,2023-04-17,BJW,201,https://www.cagematch.net/?id=1&nr=365445
677,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Chateraise Gateaux Kingdom Sapporo,2023-04-16,"BJW New Standard Big ""B"" ~ Lotta Good Time - Tag 2",301,https://www.cagematch.net/?id=1&nr=365313
678,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Chateraise Gateaux Kingdom Sapporo,2023-04-15,"BJW New Standard Big ""B"" ~ Lotta Good Time - Tag 1",244,https://www.cagematch.net/?id=1&nr=365222
679,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-04-13,BJW,390,https://www.cagematch.net/?id=1&nr=365171
680,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-04-09,BJW Welcome Back 2023,216,https://www.cagematch.net/?id=1&nr=364770
681,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-04-07,BJW/ZERO1 Clash,92,https://www.cagematch.net/?id=1&nr=364560
682,Big Japan Pro-Wrestling,"Osaka, Japan",176BOX,2023-04-02,BJW Osaka Surprise 65 ~ Super Hercules 2023,283,https://www.cagematch.net/?id=1&nr=364028
683,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Yokohama City Hall 1st Floor Atrium,2023-04-01,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=363989
684,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-05-28,BJW,517,https://www.cagematch.net/?id=1&nr=367859
685,Big Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya Club Diamond Hall,2023-05-28,BJW Death Market 73,181,https://www.cagematch.net/?id=1&nr=367878
686,Big Japan Pro-Wrestling,"Odawara, Kanagawa, Japan",Kinjiro Square,2023-05-27,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=367844
687,Big Japan Pro-Wrestling,"Osaka, Japan",Suminoe Maikon Hall,2023-05-21,BJW Osaka Surprise 66 ~ Dainichi Boogie Woogie 2023,204,https://www.cagematch.net/?id=1&nr=367463
688,Big Japan Pro-Wrestling,"Okazaki, Aichi, Japan",Okazaki City Tatsumioka Hall,2023-05-20,BJW What To Do!? ~ Dainichi Okazaki First Landing,186,https://www.cagematch.net/?id=1&nr=367410
689,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Budokan,2023-05-04,BJW Endless Survivor ~ Infinity Independent,"1,828",https://www.cagematch.net/?id=1&nr=360630
690,Big Japan Pro-Wrestling,"Hiroshima, Japan",Hiroshima Prefectural Industrial West Hall,2023-05-01,BJW,190,https://www.cagematch.net/?id=1&nr=366298
691,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-06-30,BJW/ZERO1 Clash,303,https://www.cagematch.net/?id=1&nr=369814
692,Big Japan Pro-Wrestling,"Amagasaki, Hyogo, Japan",Sonoda Racecourse Event Special Ring,2023-06-30,BJW Sonoda Racecourse Special,Attendance not available.,https://www.cagematch.net/?id=1&nr=369853
693,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-06-29,BJW,285,https://www.cagematch.net/?id=1&nr=369788
694,Big Japan Pro-Wrestling,"Osaka, Japan",Osaka Higashinari Kumin Center,2023-06-25,BJW Osaka Surprise 67 ~ Unrivaled World 2023,320,https://www.cagematch.net/?id=1&nr=369483
695,Big Japan Pro-Wrestling,"Kawasaki, Kanagawa, Japan",Post Di Amistad,2023-06-24,BJW Daisuke Kanehira Aid Kanagawa Spirits #1,61,https://www.cagematch.net/?id=1&nr=369430
696,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-06-18,BJW,618,https://www.cagematch.net/?id=1&nr=369079
697,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Morella Higashi Totsuka Park,2023-06-17,BJW Morella Higashi Totsuka Charity Wrestling,Attendance not available.,https://www.cagematch.net/?id=1&nr=369033
698,Big Japan Pro-Wrestling,"Shizuoka, Japan",Shizuoka Marine Building,2023-06-11,BJW,152,https://www.cagematch.net/?id=1&nr=368656
699,Active Advance Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Sanbo Hall,2023-06-10,2AW/BJW Big Advance,175,https://www.cagematch.net/?id=1&nr=368595
700,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Sanbo Hall,2023-06-10,BJW,132,https://www.cagematch.net/?id=1&nr=368597
701,Big Japan Pro-Wrestling,"Niigata, Japan",Bandaijima Multipurpose Plaza Okuma,2023-06-04,BJW,94,https://www.cagematch.net/?id=1&nr=368283
702,Big Japan Pro-Wrestling,"Kitakata, Fukushima, Japan",Fukushima Shiokawa Gymnasium,2023-06-03,BJW Sowing The Seeds Of Smiles Chapter 1,250,https://www.cagematch.net/?id=1&nr=368245
703,Big Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya Club Diamond Hall,2023-07-30,BJW Death Market 74,162,https://www.cagematch.net/?id=1&nr=370113
704,Big Japan Pro-Wrestling,"Ninomiya, Kanagawa, Japan",Kanagawa Seseragi Park,2023-07-29,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins,Attendance not available.,https://www.cagematch.net/?id=1&nr=372011
705,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-07-23,BJW Ueno Summer Festival ~ Big Japan Pro Wrestling Midsummer Three Star Pro Wrestling - Part 1,132,https://www.cagematch.net/?id=1&nr=371603
706,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-07-23,BJW Ueno Summer Festival ~ Big Japan Pro Wrestling Midsummer Three Star Pro Wrestling - Part 2,245,https://www.cagematch.net/?id=1&nr=371604
707,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-07-23,BJW Ueno Summer Festival ~ Big Japan Pro Wrestling Midsummer Three Star Pro Wrestling - Part 3,220,https://www.cagematch.net/?id=1&nr=371605
708,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Tsudzuki-ku Saedo Park Special Ring,2023-07-22,BJW Saedo Summer Festival Event Pro-Wrestling,Attendance not available.,https://www.cagematch.net/?id=1&nr=371491
709,Big Japan Pro-Wrestling,"Tokyo, Japan",Tokyo Rokugo-dori Fureai Square Special Ring,2023-07-22,BJW Hatagaya Rokugou-dori Shopping Street Event Pro-Wrestling 2 Days - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=371492
710,Big Japan Pro-Wrestling,"Tokyo, Japan",Tokyo Rokugo-dori Fureai Square Special Ring,2023-07-21,BJW Hatagaya Rokugou-dori Shopping Street Event Pro-Wrestling 2 Days - Tag 1,Attendance not available.,https://www.cagematch.net/?id=1&nr=371393
711,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-07-16,BJW,581,https://www.cagematch.net/?id=1&nr=369525
712,Big Japan Pro-Wrestling,"Shibetsu, Hokkaido, Japan",Shibetsu Cultural Center Community Hall,2023-07-09,BJW,163,https://www.cagematch.net/?id=1&nr=370399
713,Big Japan Pro-Wrestling,"Abashiri, Hokkaido, Japan",Watanabe Machine Service Special Outdoor Ring,2023-07-08,BJW Fight As You Please!,163,https://www.cagematch.net/?id=1&nr=370275
714,Big Japan Pro-Wrestling,"Hamatonbetsu, Hokkaido, Japan",Hamatonbetsu Welfare Center,2023-07-07,BJW Lake Kutcharo Wrestling Festival!,152,https://www.cagematch.net/?id=1&nr=370207
715,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Penny Lane 24,2023-07-06,"BJW Big B Style 2023 ~ Oh, When The Crazies Go Marching In - Tag 4",Attendance not available.,https://www.cagematch.net/?id=1&nr=370172
716,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Penny Lane 24,2023-07-05,"BJW Big B Style 2023 ~ Oh, When The Crazies Go Marching In - Tag 3",131,https://www.cagematch.net/?id=1&nr=370130
717,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Penny Lane 24,2023-07-04,"BJW Big B Style 2023 ~ Oh, When The Crazies Go Marching In - Tag 2",114,https://www.cagematch.net/?id=1&nr=370027
718,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Sapporo Penny Lane 24,2023-07-03,"BJW Big B Style 2023 ~ Oh, When The Crazies Go Marching In - Tag 1",136,https://www.cagematch.net/?id=1&nr=369990
719,Big Japan Pro-Wrestling,"Hakodate, Hokkaido, Japan",Hakodate General Wholesale Center Distribution Hall,2023-07-02,BJW Yuki Ishikawa Triumphal Return ~ Childish Anarchy Killing,267,https://www.cagematch.net/?id=1&nr=369716
720,Big Japan Pro-Wrestling,"Tokyo, Japan",Tobu Friend Park Tokyo,2023-07-01,BJW Mizue Station Store Association Tanabata Festival,Attendance not available.,https://www.cagematch.net/?id=1&nr=369854
721,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Green Farm Kanazawa Main Store Parking Lot 2,2023-08-27,BJW Kanazawa Bunko West Exit Store Association Summer Festival,Attendance not available.,https://www.cagematch.net/?id=1&nr=374445
722,Big Japan Pro-Wrestling,"Maebashi, Gunma, Japan",Maebashi Central Event Square,2023-08-27,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=374446
723,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-08-26,BJW,372,https://www.cagematch.net/?id=1&nr=374409
724,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Edakin Shotenkai Post Office,2023-08-23,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round 3,Attendance not available.,https://www.cagematch.net/?id=1&nr=374176
725,Big Japan Pro-Wrestling,"Osaka, Japan",Hirano Kumin Hall,2023-08-20,BJW Osaka Surprise 68 ~ Legacy And New Arrival,242,https://www.cagematch.net/?id=1&nr=373896
726,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-17,BJW Ueno Park Outdoor Stage Part 1,103,https://www.cagematch.net/?id=1&nr=373699
727,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-17,BJW Ueno Park Outdoor Stage Part 2,117,https://www.cagematch.net/?id=1&nr=373700
728,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-17,BJW Ueno Park Outdoor Stage Part 3,222,https://www.cagematch.net/?id=1&nr=373702
729,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-08-13,2AW/BJW Big Advance,67,https://www.cagematch.net/?id=1&nr=373324
730,Big Japan Pro-Wrestling,"Tokyo, Japan",Okachimachi Panda Square,2023-08-12,BJW Shitamachi Pandavia Night ~ Big Japan Pro-Wrestling In Okachimachi,Attendance not available.,https://www.cagematch.net/?id=1&nr=373222
731,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Hodogaya Public Hall,2023-08-11,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=373130
732,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-10,BJW Ueno Park Outdoor Stage Part 1,83,https://www.cagematch.net/?id=1&nr=373043
733,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-10,BJW Ueno Park Outdoor Stage Part 2,101,https://www.cagematch.net/?id=1&nr=373044
734,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-08-10,BJW Ueno Park Outdoor Stage Part 3,156,https://www.cagematch.net/?id=1&nr=373046
735,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-08-06,BJW,314,https://www.cagematch.net/?id=1&nr=372670
736,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Rokkakubashi Shopping Street Food Hall Super Aobura Parking Lot Special Ring,2023-08-05,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round 2,378,https://www.cagematch.net/?id=1&nr=372633
737,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-08-03,BJW,88,https://www.cagematch.net/?id=1&nr=372504
738,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Nigiwaiza,2023-09-30,BJW Senior Nomurai Presents 2nd Mirai Pro Wrestling Cooperation Show,100,https://www.cagematch.net/?id=1&nr=376985
739,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-09-28,BJW I Don't Know What To Do,305,https://www.cagematch.net/?id=1&nr=376916
740,Big Japan Pro-Wrestling,"Shizuoka, Japan",Twin Messe Shizuoka,2023-09-25,BJW,107,https://www.cagematch.net/?id=1&nr=376700
741,Big Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya Club Diamond Hall,2023-09-24,BJW Death Market 75,107,https://www.cagematch.net/?id=1&nr=376626
742,Big Japan Pro-Wrestling,"Tokyo, Japan",Okachimachi Panda Plaza,2023-09-23,BJW Panda Plaza Returns (Afternoon Show),Attendance not available.,https://www.cagematch.net/?id=1&nr=376501
743,Big Japan Pro-Wrestling,"Tokyo, Japan",Okachimachi Panda Plaza,2023-09-23,BJW Panda Plaza Returns (Evening Show),Attendance not available.,https://www.cagematch.net/?id=1&nr=376502
744,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-09-18,BJW,527,https://www.cagematch.net/?id=1&nr=376066
745,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-09-17,BJW,321,https://www.cagematch.net/?id=1&nr=374961
746,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Noba Danchi Shopping Center,2023-09-17,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round 5,Attendance not available.,https://www.cagematch.net/?id=1&nr=375991
747,Big Japan Pro-Wrestling,"Hamamatsu, Shizuoka, Japan",Act City Hamamatsu,2023-09-11,BJW Lucky Bag Show,124,https://www.cagematch.net/?id=1&nr=375564
748,Big Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya International Conference Hall,2023-09-10,BJW Death Mania XI 2023,361,https://www.cagematch.net/?id=1&nr=375335
749,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Purala Sugiuta,2023-09-09,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round 4,Attendance not available.,https://www.cagematch.net/?id=1&nr=375407
750,Big Japan Pro-Wrestling,"Tokyo, Japan",Tokyo Tower Hall Funabori Large Hall,2023-09-03,BJW Edogawa Children's Charity ~ Edogawa Rising 8,140,https://www.cagematch.net/?id=1&nr=374978
751,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-10-29,BJW,421,https://www.cagematch.net/?id=1&nr=378843
752,Big Japan Pro-Wrestling,"Tokyo, Japan",Rokugodori Fureai Plaza,2023-10-28,BJW Hatagaya Rokugo Street Shopping Pro-Wrestling,Attendance not available.,https://www.cagematch.net/?id=1&nr=378811
753,Big Japan Pro-Wrestling,"Kushiro, Hokkaido, Japan",Kushiro Civic Cultural Center,2023-10-24,BJW,175,https://www.cagematch.net/?id=1&nr=378590
754,Big Japan Pro-Wrestling,"Asahikawa, Hokkaido, Japan",Asahikawa Local Industry Promotion Center,2023-10-23,BJW,235,https://www.cagematch.net/?id=1&nr=378521
755,Big Japan Pro-Wrestling,"Sapporo, Hokkaido, Japan",Chateraise Gateaux Kingdom Sapporo,2023-10-22,"BJW New Standard Big ""B"" ~ The Day When Thank You Explodes - 130 One Thirty",635,https://www.cagematch.net/?id=1&nr=378237
756,Big Japan Pro-Wrestling,"Kitahiroshima, Hokkaido, Japan",Kitahiroshima City Hiroba Exchange Center,2023-10-21,"BJW Big ""B"" Style To The Next Thank You",235,https://www.cagematch.net/?id=1&nr=378402
757,Big Japan Pro-Wrestling,"Yakumo, Hokkaido, Japan",Yakumo Town Citizens Center,2023-10-19,BJW,289,https://www.cagematch.net/?id=1&nr=378282
758,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",YCV Tennocho Park Shopping Street,2023-10-14,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round 7,Attendance not available.,https://www.cagematch.net/?id=1&nr=377876
759,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-10-13,BJW/ZERO1 Clash,52,https://www.cagematch.net/?id=1&nr=377820
760,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-12,BJW Ueno Park Outdoor Stage Part 2,101,https://www.cagematch.net/?id=1&nr=377800
761,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-12,BJW Ueno Park Outdoor Stage Part 1,78,https://www.cagematch.net/?id=1&nr=377801
762,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Maruyamadai Ichozaka Shopping Street,2023-10-08,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round 6,Attendance not available.,https://www.cagematch.net/?id=1&nr=377524
763,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-06,BJW Ueno Park Outdoor Stage Part 1,78,https://www.cagematch.net/?id=1&nr=377521
764,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-06,BJW Ueno Park Outdoor Stage Part 2,103,https://www.cagematch.net/?id=1&nr=377522
765,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-06,BJW Ueno Park Outdoor Stage Part 3,100,https://www.cagematch.net/?id=1&nr=377523
766,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-05,BJW Ueno Park Outdoor Stage Part 1,53,https://www.cagematch.net/?id=1&nr=377366
767,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-05,BJW Ueno Park Outdoor Stage Part 2,67,https://www.cagematch.net/?id=1&nr=377368
768,Big Japan Pro-Wrestling,"Tokyo, Japan",Ueno Park Outdoor Stage,2023-10-05,BJW Ueno Park Outdoor Stage Part 3,62,https://www.cagematch.net/?id=1&nr=377370
769,Big Japan Pro-Wrestling,"Osaka, Japan",Osaka Miyakojima Kumin Center,2023-10-01,BJW Osaka Surprise 69 ~ Further Progress 2023,225,https://www.cagematch.net/?id=1&nr=377088
770,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-11-27,BJW Special Performance ~Dainichi Great Thanksgiving~,239,https://www.cagematch.net/?id=1&nr=380984
771,Big Japan Pro-Wrestling,"Nagoya, Aichi, Japan",Nagoya Club Diamond Hall,2023-11-26,BJW Death Market 76,177,https://www.cagematch.net/?id=1&nr=380891
772,Big Japan Pro-Wrestling,"Nonoichi, Ishikawa, Japan",Nonoichi Municipal Gymnasium,2023-11-23,BJW Kota Sekifuda Triumphant Return ~ Let's Plant Trees To Increase Resources,349,https://www.cagematch.net/?id=1&nr=380597
773,Big Japan Pro-Wrestling,"Yokohama, Kanagawa, Japan",Kanagawa Hamato Neurosurgery Clinic,2023-11-19,BJW Shopping Street Wrestling 2023 Series ~ New Chapter Begins Round Final,Attendance not available.,https://www.cagematch.net/?id=1&nr=380266
774,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-11-15,BJW,461,https://www.cagematch.net/?id=1&nr=380004
775,Big Japan Pro-Wrestling,"Yasugi, Shimane, Japan",Hirose Central Park General Gymnasium,2023-11-12,BJW Regional Revitalization Project!!,156,https://www.cagematch.net/?id=1&nr=379751
776,Big Japan Pro-Wrestling,"Heiseigahama, Hiroshima, Japan",Hiroshima Palty Fuji Saka Parking Lot,2023-11-11,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=379680
777,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-05,2AW/BJW Big Advance,65,https://www.cagematch.net/?id=1&nr=379382
778,Big Japan Pro-Wrestling,"Aomori, Japan",Aomori Hamanasu Hall,2023-11-04,BJW,298,https://www.cagematch.net/?id=1&nr=379318
779,Big Japan Pro-Wrestling,"Tokyo, Japan",Korakuen Hall,2023-12-30,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=383026
780,Big Japan Pro-Wrestling,"Osaka, Japan",176BOX,2023-12-24,BJW Osaka Surprise 70 ~ Big Thanksgiving 2023,225,https://www.cagematch.net/?id=1&nr=383550
781,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-12-23,BJW/ZERO1/2AW Big Clash,118,https://www.cagematch.net/?id=1&nr=383417
782,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-12-22,BJW/ZERO1 Clash,93,https://www.cagematch.net/?id=1&nr=383367
783,Big Japan Pro-Wrestling,"Hiroshima, Japan",Hiroshima Prefectural Industrial East Hall,2023-12-19,BJW,121,https://www.cagematch.net/?id=1&nr=383127
784,Big Japan Pro-Wrestling,"Fukuoka, Japan",Fukuoka Nishitetsu Hall,2023-12-18,BJW Fighting FF IV ~ Call Out The Heart!,132,https://www.cagematch.net/?id=1&nr=383071
785,Big Japan Pro-Wrestling,"Kagoshima, Japan",Kagoshima Oro City Hall,2023-12-17,BJW,120,https://www.cagematch.net/?id=1&nr=382978
786,Big Japan Pro-Wrestling,"Kanzaki, Saga, Japan",ONESTEP KANZAKI BASE,2023-12-16,BJW,Attendance not available.,https://www.cagematch.net/?id=1&nr=382911
787,Big Japan Pro-Wrestling,"Takamatsu, Kagawa, Japan",Takamatsu Symbol Tower 1st Floor Exhibition Hall,2023-12-15,BJW Takamatsu Death Island 2023,105,https://www.cagematch.net/?id=1&nr=382847
788,Big Japan Pro-Wrestling,"Kofu, Yamanashi, Japan",Kofu City Yuki Park,2023-12-09,BJW FIVE SENSES,Attendance not available.,https://www.cagematch.net/?id=1&nr=382142
789,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-12-05,BJW December 2Days - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=381737
790,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-12-04,BJW December 2Days - Tag 1,120,https://www.cagematch.net/?id=1&nr=381683
791,Pro Wrestling ZERO1,"Tokyo, Japan",Shin-Kiba 1st RING,2023-01-27,ZERO1 New Year Golden Series ~ Happy New Year,157,https://www.cagematch.net/?id=1&nr=359673
